0.000    1.7  11.0  1.1  0.0  1.4  0.0
0.097    1.7  10.8  1.1  0.0  1.4  0.0
2.158    3.0  4.8   4.3  0.0  4.9  5.1
5.870    2.6  3.0   3.6  0.0  5.0  4.6
8.642    2.5  2.6   3.0  2.2  5.0  4.4
23.124   2.5  3.0   3.0  3.5  5.4  3.4
42.960   2.4  3.2   3.1  3.0  5.1  4.1
61.258   2.8  1.8   3.0  3.1  5.3  4.1
78.412   3.0  1.3   3.4  2.4  5.7  3.7
94.714   3.1  1.4   3.4  2.2  5.9  3.5
115.303	 3.2  1.2   3.3  2.5  5.9  3.7
