--------------------------------------------------------------------------------------------------------------------
Run:             gra6e12flash at radius R =  500.00000 km (Liebendoerfer et al. 2001, Phys. Rev. D, 63, 103004)
#time slices, #energy groups
   665            12
--------------------------------------------------------------------------------------------------------------------
 t:  time after bounce [s]
 E:  group energy [MeV]
 dE: group size [MeV]
 Lx: number luminosity/dE [1/MeV/s]
     Lx = 4piR^2*lapsefunction * 4pic E^2/(hc)^3 * Gx
     Gx = first angular moment of neutrino
          distribution function for comoving observers
 Ex: group energy at infinity [MeV]
 x:  e    ... electron neutrino
     ebar ... electron anti neutrino
     m    ... mu or tau neutrino
     mbar ... mu or tau anti neutrino
 total luminosities at infinity:
 number = sum_{groups} Lx*dE
 energy = sum_{groups} Lx*Ex*dE
        ~ sum_{groups} Lx*E*dE
--------------------------------------------------------------------------------------------------------------------
t               E         dE        Le        Lebar     Lm        Lmbar     Ee        Eebar     Em        Embar
--------------------------------------------------------------------------------------------------------------------
-0.899500000E-01 0.500E+01 0.184E+01 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.499E+01 0.499E+01 0.499E+01 0.499E+01
-0.899500000E-01 0.725E+01 0.267E+01 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.723E+01 0.723E+01 0.723E+01 0.723E+01
-0.899500000E-01 0.105E+02 0.387E+01 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.105E+02 0.105E+02 0.105E+02 0.105E+02
-0.899500000E-01 0.153E+02 0.562E+01 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.152E+02 0.152E+02 0.152E+02 0.152E+02
-0.899500000E-01 0.222E+02 0.815E+01 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.221E+02 0.221E+02 0.221E+02 0.221E+02
-0.899500000E-01 0.322E+02 0.118E+02 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.321E+02 0.321E+02 0.321E+02 0.321E+02
-0.899500000E-01 0.467E+02 0.172E+02 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.465E+02 0.465E+02 0.465E+02 0.465E+02
-0.899500000E-01 0.677E+02 0.249E+02 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.675E+02 0.675E+02 0.675E+02 0.675E+02
-0.899500000E-01 0.982E+02 0.361E+02 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.979E+02 0.979E+02 0.979E+02 0.979E+02
-0.899500000E-01 0.143E+03 0.524E+02 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.142E+03 0.142E+03 0.142E+03 0.142E+03
-0.899500000E-01 0.207E+03 0.761E+02 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.206E+03 0.206E+03 0.206E+03 0.206E+03
-0.899500000E-01 0.300E+03 0.110E+03 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.299E+03 0.299E+03 0.299E+03 0.299E+03
--------------------------------------------------------------------------------------------------------------------
-0.874466626E-01 0.500E+01 0.184E+01 0.168E+56-0.823E+49-0.182E+49-0.199E+49 0.499E+01 0.499E+01 0.499E+01 0.499E+01
-0.874466626E-01 0.725E+01 0.267E+01 0.301E+55 0.480E+49 0.604E+48 0.703E+48 0.723E+01 0.723E+01 0.723E+01 0.723E+01
-0.874466626E-01 0.105E+02 0.387E+01 0.194E+54 0.542E+48 0.721E+47 0.849E+47 0.105E+02 0.105E+02 0.105E+02 0.105E+02
-0.874466626E-01 0.153E+02 0.562E+01 0.147E+52 0.561E+46 0.799E+45 0.924E+45 0.152E+02 0.152E+02 0.152E+02 0.152E+02
-0.874466626E-01 0.222E+02 0.815E+01 0.315E+49 0.186E+44 0.290E+43 0.326E+43 0.221E+02 0.221E+02 0.221E+02 0.221E+02
-0.874466626E-01 0.322E+02 0.118E+02 0.433E+46 0.473E+41 0.799E+40 0.873E+40 0.321E+02 0.321E+02 0.321E+02 0.321E+02
-0.874466626E-01 0.467E+02 0.172E+02 0.468E+43 0.927E+38 0.165E+38 0.178E+38 0.465E+02 0.465E+02 0.465E+02 0.465E+02
-0.874466626E-01 0.677E+02 0.249E+02 0.417E+40 0.138E+36 0.407E+34 0.276E+35 0.675E+02 0.675E+02 0.675E+02 0.675E+02
-0.874466626E-01 0.982E+02 0.361E+02 0.282E+37-0.127E+33-0.902E+34 0.305E+32 0.979E+02 0.979E+02 0.979E+02 0.979E+02
-0.874466626E-01 0.143E+03 0.524E+02-0.136E+35-0.372E+33-0.692E+34 0.186E+29 0.142E+03 0.142E+03 0.142E+03 0.142E+03
-0.874466626E-01 0.207E+03 0.761E+02-0.518E+34-0.424E+33-0.667E+34-0.592E+25 0.206E+03 0.206E+03 0.206E+03 0.206E+03
-0.874466626E-01 0.300E+03 0.110E+03-0.730E+34-0.937E+33 0.210E+35-0.275E+23 0.299E+03 0.299E+03 0.299E+03 0.299E+03
--------------------------------------------------------------------------------------------------------------------
-0.735384844E-01 0.500E+01 0.184E+01 0.260E+56 0.501E+50 0.107E+50 0.104E+50 0.499E+01 0.499E+01 0.499E+01 0.499E+01
-0.735384844E-01 0.725E+01 0.267E+01 0.563E+55 0.180E+50 0.301E+49 0.321E+49 0.723E+01 0.723E+01 0.723E+01 0.723E+01
-0.735384844E-01 0.105E+02 0.387E+01 0.564E+54 0.129E+49 0.200E+48 0.222E+48 0.105E+02 0.105E+02 0.105E+02 0.105E+02
-0.735384844E-01 0.153E+02 0.562E+01 0.759E+52 0.185E+47 0.304E+46 0.334E+46 0.152E+02 0.152E+02 0.152E+02 0.152E+02
-0.735384844E-01 0.222E+02 0.815E+01 0.420E+50 0.158E+45 0.280E+44 0.307E+44 0.221E+02 0.221E+02 0.221E+02 0.221E+02
-0.735384844E-01 0.322E+02 0.118E+02 0.224E+48 0.131E+43 0.253E+42 0.283E+42 0.321E+02 0.321E+02 0.321E+02 0.321E+02
-0.735384844E-01 0.467E+02 0.172E+02 0.122E+46 0.111E+41 0.243E+40 0.280E+40 0.465E+02 0.465E+02 0.465E+02 0.465E+02
-0.735384844E-01 0.677E+02 0.249E+02 0.648E+43 0.929E+38 0.233E+38 0.279E+38 0.675E+02 0.675E+02 0.675E+02 0.675E+02
-0.735384844E-01 0.982E+02 0.361E+02 0.310E+41 0.656E+36 0.179E+36 0.236E+36 0.979E+02 0.979E+02 0.979E+02 0.979E+02
-0.735384844E-01 0.143E+03 0.524E+02 0.129E+39 0.558E+34-0.131E+35 0.165E+34 0.142E+03 0.142E+03 0.142E+03 0.142E+03
-0.735384844E-01 0.207E+03 0.761E+02 0.415E+36 0.304E+33-0.150E+35 0.968E+31 0.206E+03 0.206E+03 0.206E+03 0.206E+03
-0.735384844E-01 0.300E+03 0.110E+03 0.592E+33 0.790E+31-0.240E+35 0.244E+29 0.299E+03 0.299E+03 0.299E+03 0.299E+03
--------------------------------------------------------------------------------------------------------------------
-0.555214916E-01 0.500E+01 0.184E+01 0.421E+56 0.799E+50 0.164E+50 0.160E+50 0.499E+01 0.499E+01 0.499E+01 0.499E+01
-0.555214916E-01 0.725E+01 0.267E+01 0.119E+56 0.246E+50 0.410E+49 0.433E+49 0.723E+01 0.723E+01 0.723E+01 0.723E+01
-0.555214916E-01 0.105E+02 0.387E+01 0.200E+55 0.166E+49 0.257E+48 0.279E+48 0.105E+02 0.105E+02 0.105E+02 0.105E+02
-0.555214916E-01 0.153E+02 0.562E+01 0.503E+53 0.290E+47 0.468E+46 0.507E+46 0.152E+02 0.152E+02 0.152E+02 0.152E+02
-0.555214916E-01 0.222E+02 0.815E+01 0.461E+51 0.348E+45 0.607E+44 0.660E+44 0.221E+02 0.221E+02 0.221E+02 0.221E+02
-0.555214916E-01 0.322E+02 0.118E+02 0.361E+49 0.411E+43 0.795E+42 0.885E+42 0.321E+02 0.321E+02 0.321E+02 0.321E+02
-0.555214916E-01 0.467E+02 0.172E+02 0.285E+47 0.520E+41 0.118E+41 0.137E+41 0.465E+02 0.465E+02 0.465E+02 0.465E+02
-0.555214916E-01 0.677E+02 0.249E+02 0.224E+45 0.682E+39 0.195E+39 0.239E+39 0.675E+02 0.675E+02 0.675E+02 0.675E+02
-0.555214916E-01 0.982E+02 0.361E+02 0.162E+43 0.812E+37 0.322E+37 0.418E+37 0.979E+02 0.979E+02 0.979E+02 0.979E+02
-0.555214916E-01 0.143E+03 0.524E+02 0.107E+41 0.759E+35 0.476E+35 0.702E+35 0.142E+03 0.142E+03 0.142E+03 0.142E+03
-0.555214916E-01 0.207E+03 0.761E+02 0.621E+38 0.449E+33-0.359E+34 0.111E+34 0.206E+03 0.206E+03 0.206E+03 0.206E+03
-0.555214916E-01 0.300E+03 0.110E+03 0.273E+36 0.982E+31-0.534E+34 0.167E+32 0.299E+03 0.299E+03 0.299E+03 0.299E+03
--------------------------------------------------------------------------------------------------------------------
-0.382612632E-01 0.500E+01 0.184E+01 0.602E+56 0.110E+51 0.202E+50 0.199E+50 0.498E+01 0.498E+01 0.498E+01 0.498E+01
-0.382612632E-01 0.725E+01 0.267E+01 0.262E+56 0.293E+50 0.433E+49 0.452E+49 0.723E+01 0.723E+01 0.723E+01 0.723E+01
-0.382612632E-01 0.105E+02 0.387E+01 0.757E+55 0.197E+49 0.250E+48 0.267E+48 0.105E+02 0.105E+02 0.105E+02 0.105E+02
-0.382612632E-01 0.153E+02 0.562E+01 0.454E+54 0.429E+47 0.535E+46 0.573E+46 0.152E+02 0.152E+02 0.152E+02 0.152E+02
-0.382612632E-01 0.222E+02 0.815E+01 0.636E+52 0.670E+45 0.941E+44 0.102E+45 0.221E+02 0.221E+02 0.221E+02 0.221E+02
-0.382612632E-01 0.322E+02 0.118E+02 0.692E+50 0.105E+44 0.173E+43 0.193E+43 0.321E+02 0.321E+02 0.321E+02 0.321E+02
-0.382612632E-01 0.467E+02 0.172E+02 0.744E+48 0.176E+42 0.363E+41 0.425E+41 0.465E+02 0.465E+02 0.465E+02 0.465E+02
-0.382612632E-01 0.677E+02 0.249E+02 0.802E+46 0.303E+40 0.849E+39 0.105E+40 0.675E+02 0.675E+02 0.675E+02 0.675E+02
-0.382612632E-01 0.982E+02 0.361E+02 0.828E+44 0.466E+38 0.206E+38 0.269E+38 0.979E+02 0.979E+02 0.979E+02 0.979E+02
-0.382612632E-01 0.143E+03 0.524E+02 0.818E+42 0.555E+36 0.516E+36 0.709E+36 0.142E+03 0.142E+03 0.142E+03 0.142E+03
-0.382612632E-01 0.207E+03 0.761E+02 0.762E+40 0.432E+34 0.123E+35 0.190E+35 0.206E+03 0.206E+03 0.206E+03 0.206E+03
-0.382612632E-01 0.300E+03 0.110E+03 0.657E+38 0.242E+32-0.737E+33 0.532E+33 0.299E+03 0.299E+03 0.299E+03 0.299E+03
--------------------------------------------------------------------------------------------------------------------
-0.252917352E-01 0.500E+01 0.184E+01 0.791E+56 0.143E+51 0.227E+50 0.224E+50 0.498E+01 0.498E+01 0.498E+01 0.498E+01
-0.252917352E-01 0.725E+01 0.267E+01 0.508E+56 0.384E+50 0.436E+49 0.452E+49 0.723E+01 0.723E+01 0.723E+01 0.723E+01
-0.252917352E-01 0.105E+02 0.387E+01 0.238E+56 0.321E+49 0.243E+48 0.256E+48 0.105E+02 0.105E+02 0.105E+02 0.105E+02
-0.252917352E-01 0.153E+02 0.562E+01 0.338E+55 0.962E+47 0.591E+46 0.628E+46 0.152E+02 0.152E+02 0.152E+02 0.152E+02
-0.252917352E-01 0.222E+02 0.815E+01 0.649E+53 0.183E+46 0.131E+45 0.142E+45 0.221E+02 0.221E+02 0.221E+02 0.221E+02
-0.252917352E-01 0.322E+02 0.118E+02 0.926E+51 0.345E+44 0.315E+43 0.354E+43 0.321E+02 0.321E+02 0.321E+02 0.321E+02
-0.252917352E-01 0.467E+02 0.172E+02 0.126E+50 0.683E+42 0.869E+41 0.103E+42 0.465E+02 0.465E+02 0.465E+02 0.465E+02
-0.252917352E-01 0.677E+02 0.249E+02 0.169E+48 0.133E+41 0.264E+40 0.331E+40 0.675E+02 0.675E+02 0.675E+02 0.675E+02
-0.252917352E-01 0.982E+02 0.361E+02 0.215E+46 0.220E+39 0.823E+38 0.109E+39 0.979E+02 0.979E+02 0.979E+02 0.979E+02
-0.252917352E-01 0.143E+03 0.524E+02 0.265E+44 0.278E+37 0.263E+37 0.365E+37 0.142E+03 0.142E+03 0.142E+03 0.142E+03
-0.252917352E-01 0.207E+03 0.761E+02 0.318E+42 0.257E+35 0.853E+35 0.124E+36 0.206E+03 0.206E+03 0.206E+03 0.206E+03
-0.252917352E-01 0.300E+03 0.110E+03 0.380E+40 0.152E+33 0.267E+34 0.448E+34 0.299E+03 0.299E+03 0.299E+03 0.299E+03
--------------------------------------------------------------------------------------------------------------------
-0.174593381E-01 0.500E+01 0.184E+01 0.992E+56 0.162E+51 0.218E+50 0.216E+50 0.498E+01 0.498E+01 0.498E+01 0.498E+01
-0.174593381E-01 0.725E+01 0.267E+01 0.781E+56 0.476E+50 0.390E+49 0.403E+49 0.723E+01 0.723E+01 0.723E+01 0.723E+01
-0.174593381E-01 0.105E+02 0.387E+01 0.526E+56 0.517E+49 0.216E+48 0.226E+48 0.105E+02 0.105E+02 0.105E+02 0.105E+02
-0.174593381E-01 0.153E+02 0.562E+01 0.117E+56 0.207E+48 0.605E+46 0.639E+46 0.152E+02 0.152E+02 0.152E+02 0.152E+02
-0.174593381E-01 0.222E+02 0.815E+01 0.279E+54 0.476E+46 0.164E+45 0.177E+45 0.221E+02 0.221E+02 0.221E+02 0.221E+02
-0.174593381E-01 0.322E+02 0.118E+02 0.478E+52 0.105E+45 0.484E+43 0.547E+43 0.321E+02 0.321E+02 0.321E+02 0.321E+02
-0.174593381E-01 0.467E+02 0.172E+02 0.775E+50 0.236E+43 0.162E+42 0.194E+42 0.465E+02 0.465E+02 0.465E+02 0.465E+02
-0.174593381E-01 0.677E+02 0.249E+02 0.122E+49 0.500E+41 0.582E+40 0.740E+40 0.675E+02 0.675E+02 0.675E+02 0.675E+02
-0.174593381E-01 0.982E+02 0.361E+02 0.184E+47 0.872E+39 0.211E+39 0.283E+39 0.979E+02 0.979E+02 0.979E+02 0.979E+02
-0.174593381E-01 0.143E+03 0.524E+02 0.269E+45 0.118E+38 0.772E+37 0.109E+38 0.142E+03 0.142E+03 0.142E+03 0.142E+03
-0.174593381E-01 0.207E+03 0.761E+02 0.385E+43 0.127E+36 0.285E+36 0.417E+36 0.206E+03 0.206E+03 0.206E+03 0.206E+03
-0.174593381E-01 0.300E+03 0.110E+03 0.554E+41 0.111E+34 0.111E+35 0.171E+35 0.299E+03 0.299E+03 0.299E+03 0.299E+03
--------------------------------------------------------------------------------------------------------------------
-0.123223329E-01 0.500E+01 0.184E+01 0.121E+57 0.172E+51 0.195E+50 0.193E+50 0.498E+01 0.498E+01 0.498E+01 0.498E+01
-0.123223329E-01 0.725E+01 0.267E+01 0.120E+57 0.567E+50 0.330E+49 0.340E+49 0.723E+01 0.723E+01 0.723E+01 0.723E+01
-0.123223329E-01 0.105E+02 0.387E+01 0.942E+56 0.764E+49 0.185E+48 0.193E+48 0.105E+02 0.105E+02 0.105E+02 0.105E+02
-0.123223329E-01 0.153E+02 0.562E+01 0.263E+56 0.380E+48 0.598E+46 0.629E+46 0.152E+02 0.152E+02 0.152E+02 0.152E+02
-0.123223329E-01 0.222E+02 0.815E+01 0.763E+54 0.104E+47 0.193E+45 0.209E+45 0.221E+02 0.221E+02 0.221E+02 0.221E+02
-0.123223329E-01 0.322E+02 0.118E+02 0.151E+53 0.264E+45 0.674E+43 0.766E+43 0.321E+02 0.321E+02 0.321E+02 0.321E+02
-0.123223329E-01 0.467E+02 0.172E+02 0.280E+51 0.666E+43 0.262E+42 0.316E+42 0.465E+02 0.465E+02 0.465E+02 0.465E+02
-0.123223329E-01 0.677E+02 0.249E+02 0.503E+49 0.153E+42 0.107E+41 0.137E+41 0.675E+02 0.675E+02 0.675E+02 0.675E+02
-0.123223329E-01 0.982E+02 0.361E+02 0.856E+47 0.282E+40 0.431E+39 0.585E+39 0.979E+02 0.979E+02 0.979E+02 0.979E+02
-0.123223329E-01 0.143E+03 0.524E+02 0.141E+46 0.407E+38 0.172E+38 0.244E+38 0.142E+03 0.142E+03 0.142E+03 0.142E+03
-0.123223329E-01 0.207E+03 0.761E+02 0.226E+44 0.490E+36 0.684E+36 0.101E+37 0.206E+03 0.206E+03 0.206E+03 0.206E+03
-0.123223329E-01 0.300E+03 0.110E+03 0.365E+42 0.506E+34 0.289E+35 0.442E+35 0.299E+03 0.299E+03 0.299E+03 0.299E+03
--------------------------------------------------------------------------------------------------------------------
-0.878439841E-02 0.500E+01 0.184E+01 0.159E+57 0.172E+51 0.163E+50 0.162E+50 0.498E+01 0.498E+01 0.498E+01 0.498E+01
-0.878439841E-02 0.725E+01 0.267E+01 0.187E+57 0.634E+50 0.268E+49 0.275E+49 0.723E+01 0.723E+01 0.723E+01 0.723E+01
-0.878439841E-02 0.105E+02 0.387E+01 0.157E+57 0.101E+50 0.157E+48 0.163E+48 0.105E+02 0.105E+02 0.105E+02 0.105E+02
-0.878439841E-02 0.153E+02 0.562E+01 0.471E+56 0.589E+48 0.581E+46 0.610E+46 0.152E+02 0.152E+02 0.152E+02 0.152E+02
-0.878439841E-02 0.222E+02 0.815E+01 0.161E+55 0.187E+47 0.220E+45 0.238E+45 0.221E+02 0.221E+02 0.221E+02 0.221E+02
-0.878439841E-02 0.322E+02 0.118E+02 0.355E+53 0.545E+45 0.890E+43 0.102E+44 0.321E+02 0.321E+02 0.321E+02 0.321E+02
-0.878439841E-02 0.467E+02 0.172E+02 0.738E+51 0.154E+44 0.392E+42 0.476E+42 0.465E+02 0.465E+02 0.465E+02 0.465E+02
-0.878439841E-02 0.677E+02 0.249E+02 0.147E+50 0.381E+42 0.177E+41 0.229E+41 0.675E+02 0.675E+02 0.675E+02 0.675E+02
-0.878439841E-02 0.982E+02 0.361E+02 0.275E+48 0.740E+40 0.771E+39 0.105E+40 0.979E+02 0.979E+02 0.979E+02 0.979E+02
-0.878439841E-02 0.143E+03 0.524E+02 0.491E+46 0.113E+39 0.325E+38 0.464E+38 0.142E+03 0.142E+03 0.142E+03 0.142E+03
-0.878439841E-02 0.207E+03 0.761E+02 0.848E+44 0.146E+37 0.134E+37 0.199E+37 0.206E+03 0.206E+03 0.206E+03 0.206E+03
-0.878439841E-02 0.300E+03 0.110E+03 0.146E+43 0.166E+35 0.587E+35 0.901E+35 0.299E+03 0.299E+03 0.299E+03 0.299E+03
--------------------------------------------------------------------------------------------------------------------
-0.641683629E-02 0.500E+01 0.184E+01 0.219E+57 0.171E+51 0.136E+50 0.135E+50 0.498E+01 0.498E+01 0.498E+01 0.498E+01
-0.641683629E-02 0.725E+01 0.267E+01 0.274E+57 0.686E+50 0.220E+49 0.225E+49 0.723E+01 0.723E+01 0.723E+01 0.723E+01
-0.641683629E-02 0.105E+02 0.387E+01 0.235E+57 0.123E+50 0.135E+48 0.140E+48 0.105E+02 0.105E+02 0.105E+02 0.105E+02
-0.641683629E-02 0.153E+02 0.562E+01 0.717E+56 0.811E+48 0.564E+46 0.590E+46 0.152E+02 0.152E+02 0.152E+02 0.152E+02
-0.641683629E-02 0.222E+02 0.815E+01 0.275E+55 0.287E+47 0.243E+45 0.263E+45 0.221E+02 0.221E+02 0.221E+02 0.221E+02
-0.641683629E-02 0.322E+02 0.118E+02 0.659E+53 0.928E+45 0.111E+44 0.127E+44 0.321E+02 0.321E+02 0.321E+02 0.321E+02
-0.641683629E-02 0.467E+02 0.172E+02 0.149E+52 0.285E+44 0.541E+42 0.658E+42 0.465E+02 0.465E+02 0.465E+02 0.465E+02
-0.641683629E-02 0.677E+02 0.249E+02 0.321E+50 0.753E+42 0.265E+41 0.343E+41 0.675E+02 0.675E+02 0.675E+02 0.675E+02
-0.641683629E-02 0.982E+02 0.361E+02 0.643E+48 0.153E+41 0.122E+40 0.166E+40 0.979E+02 0.979E+02 0.979E+02 0.979E+02
-0.641683629E-02 0.143E+03 0.524E+02 0.122E+47 0.246E+39 0.531E+38 0.759E+38 0.142E+03 0.142E+03 0.142E+03 0.142E+03
-0.641683629E-02 0.207E+03 0.761E+02 0.221E+45 0.333E+37 0.224E+37 0.332E+37 0.206E+03 0.206E+03 0.206E+03 0.206E+03
-0.641683629E-02 0.300E+03 0.110E+03 0.395E+43 0.395E+35 0.158E+36 0.152E+36 0.299E+03 0.299E+03 0.299E+03 0.299E+03
--------------------------------------------------------------------------------------------------------------------
-0.484573032E-02 0.500E+01 0.184E+01 0.286E+57 0.167E+51 0.115E+50 0.114E+50 0.498E+01 0.498E+01 0.498E+01 0.498E+01
-0.484573032E-02 0.725E+01 0.267E+01 0.363E+57 0.717E+50 0.183E+49 0.188E+49 0.723E+01 0.723E+01 0.723E+01 0.723E+01
-0.484573032E-02 0.105E+02 0.387E+01 0.311E+57 0.139E+50 0.117E+48 0.121E+48 0.105E+02 0.105E+02 0.105E+02 0.105E+02
-0.484573032E-02 0.153E+02 0.562E+01 0.951E+56 0.101E+49 0.543E+46 0.567E+46 0.152E+02 0.152E+02 0.152E+02 0.152E+02
-0.484573032E-02 0.222E+02 0.815E+01 0.393E+55 0.390E+47 0.262E+45 0.283E+45 0.221E+02 0.221E+02 0.221E+02 0.221E+02
-0.484573032E-02 0.322E+02 0.118E+02 0.100E+54 0.136E+46 0.131E+44 0.150E+44 0.321E+02 0.321E+02 0.321E+02 0.321E+02
-0.484573032E-02 0.467E+02 0.172E+02 0.243E+52 0.444E+44 0.689E+42 0.838E+42 0.465E+02 0.465E+02 0.465E+02 0.465E+02
-0.484573032E-02 0.677E+02 0.249E+02 0.558E+50 0.123E+43 0.358E+41 0.463E+41 0.675E+02 0.675E+02 0.675E+02 0.675E+02
-0.484573032E-02 0.982E+02 0.361E+02 0.118E+49 0.259E+41 0.172E+40 0.234E+40 0.979E+02 0.979E+02 0.979E+02 0.979E+02
-0.484573032E-02 0.143E+03 0.524E+02 0.233E+47 0.429E+39 0.766E+38 0.109E+39 0.142E+03 0.142E+03 0.142E+03 0.142E+03
-0.484573032E-02 0.207E+03 0.761E+02 0.435E+45 0.601E+37 0.325E+37 0.482E+37 0.206E+03 0.206E+03 0.206E+03 0.206E+03
-0.484573032E-02 0.300E+03 0.110E+03 0.798E+43 0.732E+35-0.668E+35 0.221E+36 0.299E+03 0.299E+03 0.299E+03 0.299E+03
--------------------------------------------------------------------------------------------------------------------
-0.372364056E-02 0.500E+01 0.184E+01 0.350E+57 0.165E+51 0.100E+50 0.996E+49 0.498E+01 0.498E+01 0.498E+01 0.498E+01
-0.372364056E-02 0.725E+01 0.267E+01 0.447E+57 0.736E+50 0.157E+49 0.161E+49 0.723E+01 0.723E+01 0.723E+01 0.723E+01
-0.372364056E-02 0.105E+02 0.387E+01 0.386E+57 0.151E+50 0.104E+48 0.108E+48 0.105E+02 0.105E+02 0.105E+02 0.105E+02
-0.372364056E-02 0.153E+02 0.562E+01 0.119E+57 0.117E+49 0.526E+46 0.549E+46 0.152E+02 0.152E+02 0.152E+02 0.152E+02
-0.372364056E-02 0.222E+02 0.815E+01 0.514E+55 0.487E+47 0.276E+45 0.298E+45 0.221E+02 0.221E+02 0.221E+02 0.221E+02
-0.372364056E-02 0.322E+02 0.118E+02 0.137E+54 0.181E+46 0.149E+44 0.170E+44 0.321E+02 0.321E+02 0.321E+02 0.321E+02
-0.372364056E-02 0.467E+02 0.172E+02 0.349E+52 0.619E+44 0.829E+42 0.101E+43 0.465E+02 0.465E+02 0.465E+02 0.465E+02
-0.372364056E-02 0.677E+02 0.249E+02 0.841E+50 0.178E+43 0.452E+41 0.585E+41 0.675E+02 0.675E+02 0.675E+02 0.675E+02
-0.372364056E-02 0.982E+02 0.361E+02 0.185E+49 0.385E+41 0.224E+40 0.306E+40 0.979E+02 0.979E+02 0.979E+02 0.979E+02
-0.372364056E-02 0.143E+03 0.524E+02 0.378E+47 0.655E+39 0.102E+39 0.145E+39 0.142E+03 0.142E+03 0.142E+03 0.142E+03
-0.372364056E-02 0.207E+03 0.761E+02 0.726E+45 0.937E+37 0.433E+37 0.644E+37 0.206E+03 0.206E+03 0.206E+03 0.206E+03
-0.372364056E-02 0.300E+03 0.110E+03 0.135E+44 0.116E+36-0.318E+36 0.295E+36 0.299E+03 0.299E+03 0.299E+03 0.299E+03
--------------------------------------------------------------------------------------------------------------------
-0.285459938E-02 0.500E+01 0.184E+01 0.402E+57 0.161E+51 0.871E+49 0.866E+49 0.499E+01 0.499E+01 0.499E+01 0.499E+01
-0.285459938E-02 0.725E+01 0.267E+01 0.518E+57 0.748E+50 0.136E+49 0.139E+49 0.723E+01 0.723E+01 0.723E+01 0.723E+01
-0.285459938E-02 0.105E+02 0.387E+01 0.457E+57 0.161E+50 0.934E+47 0.963E+47 0.105E+02 0.105E+02 0.105E+02 0.105E+02
-0.285459938E-02 0.153E+02 0.562E+01 0.143E+57 0.132E+49 0.508E+46 0.529E+46 0.152E+02 0.152E+02 0.152E+02 0.152E+02
-0.285459938E-02 0.222E+02 0.815E+01 0.640E+55 0.579E+47 0.288E+45 0.311E+45 0.221E+02 0.221E+02 0.221E+02 0.221E+02
-0.285459938E-02 0.322E+02 0.118E+02 0.176E+54 0.226E+46 0.165E+44 0.189E+44 0.321E+02 0.321E+02 0.321E+02 0.321E+02
-0.285459938E-02 0.467E+02 0.172E+02 0.468E+52 0.806E+44 0.966E+42 0.117E+43 0.465E+02 0.465E+02 0.465E+02 0.465E+02
-0.285459938E-02 0.677E+02 0.249E+02 0.117E+51 0.239E+43 0.548E+41 0.707E+41 0.675E+02 0.675E+02 0.675E+02 0.675E+02
-0.285459938E-02 0.982E+02 0.361E+02 0.266E+49 0.531E+41 0.279E+40 0.381E+40 0.979E+02 0.979E+02 0.979E+02 0.979E+02
-0.285459938E-02 0.143E+03 0.524E+02 0.559E+47 0.923E+39 0.129E+39 0.184E+39 0.142E+03 0.142E+03 0.142E+03 0.142E+03
-0.285459938E-02 0.207E+03 0.761E+02 0.109E+46 0.135E+38 0.548E+37 0.818E+37 0.206E+03 0.206E+03 0.206E+03 0.206E+03
-0.285459938E-02 0.300E+03 0.110E+03 0.207E+44 0.169E+36-0.349E+36 0.374E+36 0.299E+03 0.299E+03 0.299E+03 0.299E+03
--------------------------------------------------------------------------------------------------------------------
-0.219052961E-02 0.500E+01 0.184E+01 0.438E+57 0.158E+51 0.765E+49 0.760E+49 0.499E+01 0.499E+01 0.499E+01 0.499E+01
-0.219052961E-02 0.725E+01 0.267E+01 0.570E+57 0.755E+50 0.118E+49 0.121E+49 0.723E+01 0.723E+01 0.723E+01 0.723E+01
-0.219052961E-02 0.105E+02 0.387E+01 0.514E+57 0.168E+50 0.844E+47 0.870E+47 0.105E+02 0.105E+02 0.105E+02 0.105E+02
-0.219052961E-02 0.153E+02 0.562E+01 0.166E+57 0.144E+49 0.491E+46 0.511E+46 0.152E+02 0.152E+02 0.152E+02 0.152E+02
-0.219052961E-02 0.222E+02 0.815E+01 0.760E+55 0.662E+47 0.297E+45 0.321E+45 0.221E+02 0.221E+02 0.221E+02 0.221E+02
-0.219052961E-02 0.322E+02 0.118E+02 0.215E+54 0.268E+46 0.179E+44 0.205E+44 0.321E+02 0.321E+02 0.321E+02 0.321E+02
-0.219052961E-02 0.467E+02 0.172E+02 0.590E+52 0.990E+44 0.109E+43 0.133E+43 0.465E+02 0.465E+02 0.465E+02 0.465E+02
-0.219052961E-02 0.677E+02 0.249E+02 0.152E+51 0.301E+43 0.639E+41 0.825E+41 0.675E+02 0.675E+02 0.675E+02 0.675E+02
-0.219052961E-02 0.982E+02 0.361E+02 0.356E+49 0.684E+41 0.333E+40 0.454E+40 0.979E+02 0.979E+02 0.979E+02 0.979E+02
