-90  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
-87.5  0.5678E+01  0.0000E+00  0.0000E+00  0.0000E+00
-73.59  0.5862E+01  0.6099E+01  0.5934E+01  0.5997E+01
-55.57  0.6214E+01  0.5993E+01  0.5857E+01  0.5908E+01
-38.31  0.6960E+01  0.5909E+01  0.5762E+01  0.5797E+01
-25.34  0.8079E+01  0.5965E+01  0.5702E+01  0.5729E+01
-17.51  0.9072E+01  0.6104E+01  0.5668E+01  0.5690E+01
-12.37  0.9727E+01  0.6275E+01  0.5644E+01  0.5666E+01
-8.834  0.1005E+02  0.6450E+01  0.5639E+01  0.5656E+01
-6.467  0.1016E+02  0.6596E+01  0.5640E+01  0.5657E+01
-4.896  0.1019E+02  0.6714E+01  0.5641E+01  0.5659E+01
-3.774  0.1022E+02  0.6796E+01  0.5642E+01  0.5658E+01
-2.905  0.1028E+02  0.6877E+01  0.5647E+01  0.5663E+01
-2.241  0.1037E+02  0.6936E+01  0.5651E+01  0.5668E+01
-1.743  0.1045E+02  0.6988E+01  0.5657E+01  0.5672E+01
-1.356  0.1052E+02  0.7025E+01  0.5661E+01  0.5676E+01
-1.074  0.1057E+02  0.7053E+01  0.5665E+01  0.5680E+01
-0.8478  0.1062E+02  0.7079E+01  0.5669E+01  0.5685E+01
-0.6865  0.1065E+02  0.7094E+01  0.5673E+01  0.5688E+01
-0.5583  0.1067E+02  0.7114E+01  0.5677E+01  0.5691E+01
-0.4679  0.1069E+02  0.7117E+01  0.5678E+01  0.5693E+01
-0.3931  0.1071E+02  0.7128E+01  0.5679E+01  0.5694E+01
-0.3322  0.1072E+02  0.7137E+01  0.5679E+01  0.5694E+01
-0.2976  0.1073E+02  0.7138E+01  0.5680E+01  0.5694E+01
-0.2543  0.1074E+02  0.7146E+01  0.5680E+01  0.5694E+01
-0.22  0.1074E+02  0.7146E+01  0.5679E+01  0.5693E+01
-0.1778  0.1075E+02  0.7148E+01  0.5676E+01  0.5691E+01
-0.1345  0.1076E+02  0.7149E+01  0.5675E+01  0.5690E+01
-0.09257  0.1077E+02  0.7148E+01  0.5677E+01  0.5691E+01
-0.0481  0.1078E+02  0.7148E+01  0.5684E+01  0.5699E+01
-0.02285  0.1078E+02  0.7153E+01  0.5690E+01  0.5707E+01
0.006629  0.1079E+02  0.7148E+01  0.5699E+01  0.5717E+01
0.03383  0.1079E+02  0.7149E+01  0.5708E+01  0.5727E+01
0.06284  0.1080E+02  0.7150E+01  0.5722E+01  0.5742E+01
0.09679  0.1081E+02  0.7149E+01  0.5740E+01  0.5762E+01
0.1492  0.1081E+02  0.7145E+01  0.5778E+01  0.5804E+01
0.2213  0.1083E+02  0.7143E+01  0.5845E+01  0.5879E+01
0.3096  0.1085E+02  0.7135E+01  0.5945E+01  0.5992E+01
0.4069  0.1087E+02  0.7126E+01  0.6069E+01  0.6127E+01
0.529  0.1090E+02  0.7126E+01  0.6223E+01  0.6299E+01
0.7177  0.1094E+02  0.7131E+01  0.6406E+01  0.6497E+01
1.066  0.1102E+02  0.6208E+01  0.5805E+01  0.5811E+01
1.444  0.1109E+02  0.6423E+01  0.6533E+01  0.6538E+01
1.954  0.1110E+02  0.7247E+01  0.7901E+01  0.7907E+01
2.498  0.1119E+02  0.8006E+01  0.9768E+01  0.9806E+01
2.875  0.1172E+02  0.8435E+01  0.1112E+02  0.1119E+02
3.231  0.1239E+02  0.8828E+01  0.1231E+02  0.1243E+02
3.607  0.1302E+02  0.9226E+01  0.1346E+02  0.1362E+02
4.064  0.1361E+02  0.9646E+01  0.1465E+02  0.1488E+02
4.567  0.1407E+02  0.1000E+02  0.1579E+02  0.1609E+02
5.076  0.1432E+02  0.1028E+02  0.1675E+02  0.1714E+02
5.597  0.1440E+02  0.1053E+02  0.1756E+02  0.1803E+02
6.136  0.1435E+02  0.1078E+02  0.1827E+02  0.1885E+02
6.652  0.1424E+02  0.1092E+02  0.1879E+02  0.1945E+02
7.168  0.1409E+02  0.1102E+02  0.1893E+02  0.1967E+02
7.681  0.1391E+02  0.1111E+02  0.1909E+02  0.1991E+02
8.209  0.1373E+02  0.1121E+02  0.1931E+02  0.2021E+02
8.734  0.1354E+02  0.1134E+02  0.1954E+02  0.2052E+02
9.259  0.1336E+02  0.1146E+02  0.1997E+02  0.2104E+02
9.807  0.1320E+02  0.1156E+02  0.2042E+02  0.2166E+02
10.37  0.1304E+02  0.1165E+02  0.2069E+02  0.2208E+02
10.95  0.1284E+02  0.1171E+02  0.2083E+02  0.2238E+02
11.54  0.1263E+02  0.1175E+02  0.2082E+02  0.2250E+02
12.12  0.1242E+02  0.1179E+02  0.2100E+02  0.2285E+02
12.74  0.1222E+02  0.1179E+02  0.2140E+02  0.2348E+02
13.35  0.1202E+02  0.1178E+02  0.2158E+02  0.2394E+02
13.96  0.1184E+02  0.1184E+02  0.2157E+02  0.2415E+02
14.57  0.1168E+02  0.1194E+02  0.2160E+02  0.2442E+02
15.22  0.1154E+02  0.1208E+02  0.2166E+02  0.2472E+02
15.85  0.1141E+02  0.1225E+02  0.2170E+02  0.2500E+02
16.48  0.1129E+02  0.1236E+02  0.2180E+02  0.2541E+02
17.14  0.1118E+02  0.1241E+02  0.2193E+02  0.2591E+02
17.75  0.1107E+02  0.1243E+02  0.2203E+02  0.2642E+02
18.39  0.1097E+02  0.1243E+02  0.2205E+02  0.2686E+02
19.01  0.1086E+02  0.1243E+02  0.2202E+02  0.2725E+02
19.79  0.1073E+02  0.1241E+02  0.2209E+02  0.2795E+02
20.58  0.1062E+02  0.1240E+02  0.2212E+02  0.2867E+02
21.34  0.1052E+02  0.1242E+02  0.2200E+02  0.2915E+02
22.11  0.1045E+02  0.1252E+02  0.2204E+02  0.2974E+02
22.87  0.1040E+02  0.1261E+02  0.2203E+02  0.3036E+02
23.63  0.1036E+02  0.1269E+02  0.2188E+02  0.3070E+02
24.32  0.1032E+02  0.1270E+02  0.2171E+02  0.3087E+02
25.04  0.1029E+02  0.1271E+02  0.2156E+02  0.3091E+02
25.83  0.1025E+02  0.1271E+02  0.2128E+02  0.3071E+02
26.6  0.1022E+02  0.1275E+02  0.2103E+02  0.3021E+02
27.37  0.1019E+02  0.1276E+02  0.2085E+02  0.2981E+02
28.17  0.1016E+02  0.1275E+02  0.2058E+02  0.2920E+02
29.03  0.1013E+02  0.1274E+02  0.2034E+02  0.2855E+02
29.8  0.1010E+02  0.1278E+02  0.2011E+02  0.2778E+02
30.48  0.1010E+02  0.1288E+02  0.1992E+02  0.2690E+02
31.15  0.1009E+02  0.1296E+02  0.1980E+02  0.2622E+02
31.82  0.1006E+02  0.1296E+02  0.1963E+02  0.2567E+02
32.51  0.1004E+02  0.1296E+02  0.1941E+02  0.2488E+02
33.17  0.1003E+02  0.1298E+02  0.1927E+02  0.2410E+02
33.88  0.1003E+02  0.1303E+02  0.1929E+02  0.2350E+02
34.54  0.1005E+02  0.1309E+02  0.1938E+02  0.2313E+02
35.2  0.1007E+02  0.1315E+02  0.1935E+02  0.2273E+02
35.85  0.1007E+02  0.1319E+02  0.1927E+02  0.2227E+02
36.49  0.1007E+02  0.1322E+02  0.1934E+02  0.2204E+02
37.14  0.1007E+02  0.1323E+02  0.1930E+02  0.2177E+02
37.78  0.1007E+02  0.1324E+02  0.1916E+02  0.2141E+02
38.41  0.1007E+02  0.1321E+02  0.1899E+02  0.2101E+02
39.05  0.1006E+02  0.1320E+02  0.1887E+02  0.2064E+02
39.7  0.1007E+02  0.1321E+02  0.1890E+02  0.2046E+02
40.37  0.1008E+02  0.1320E+02  0.1896E+02  0.2035E+02
41.05  0.1009E+02  0.1318E+02  0.1895E+02  0.2019E+02
41.71  0.1009E+02  0.1318E+02  0.1894E+02  0.2005E+02
42.38  0.1010E+02  0.1320E+02  0.1894E+02  0.1995E+02
43.01  0.1011E+02  0.1321E+02  0.1895E+02  0.1988E+02
43.65  0.1012E+02  0.1323E+02  0.1897E+02  0.1983E+02
44.33  0.1014E+02  0.1325E+02  0.1905E+02  0.1984E+02
