 1  16.0519689
 2  8.52291763
 3  82.9936449
 4  0.0465815336
 5  2.04601046
 6  1.08166465
 7  0.014726724
 8  35.7722277
 9  0.0289269406
 10  6.0098665
 11  3.19098532
 12  329.107806
 13  0.143367325
 14  4.73768824
 15  53.0838209
 16  0.0822778467
 17  2.58034997
 18  1.364154
 19  36.2735638
 20  0.0417498166
 21  2.06073572
 22  1.09416365
 23  49.6093257
 24  0.0843610374
 25  0.403887223
 26  0.61204277
 27  0.323568741
 28  0.160606968
 29  0.0849081093
 30  1.77999829
 31  0.945103926
 32  43.3679898
 33  0.0711848897
 34  0.389862223
 35  0.623107753
 36  0.329418467
 37  0.160064377
 38  0.0846212576
 39  2.06073572
 40  1.09416365
 41  49.6093257
 42  0.0843610374
 43  0.403887223
 44  0.61204277
 45  0.323568741
 46  0.160606968
 47  0.0849081093
 48  1.77999829
 49  0.945103926
 50  43.3679898
 51  0.0711848897
 52  0.389862223
 53  0.623107753
 54  0.329418467
 55  0.160064377
 56  0.0846212576
