10   9.34d-42
15   141d-42
20   485d-42
25   1320d-42
30   2480d-42
35   3990d-42
40   5720d-42
45   7630d-42
50   9690d-42
55   12000d-42
60   14500d-42
65   17300d-42
70   20200d-42
75   23100d-42
80   26200d-42
85   29300d-42
90   32600d-42
95   36000d-42
100  39600d-42
105  43300d-42
110  47100d-42
115  51000d-42
120  55000d-42
125  59000d-42
130  63100d-42
135  67100d-42
140  71200d-42
145  75200d-42
150  79100d-42
