0.000000e+00  0.000000e+00
2.500000e+00  0.000000e+00
5.000000e+00  0.000000e+00
7.500000e+00  0.000000e+00
1.000000e+01  0.000000e+00
1.250000e+01  0.000000e+00
1.500000e+01  7.555675e-05
1.750000e+01  1.185225e-03
2.000000e+01  3.202646e-03
2.250000e+01  6.064040e-03
2.500000e+01  1.029914e-02
2.750000e+01  1.985654e-02
3.000000e+01  3.758581e-02
3.250000e+01  6.358769e-02
3.500000e+01  9.956374e-02
3.750000e+01  1.463055e-01
4.000000e+01  2.052243e-01
4.250000e+01  2.785137e-01
4.500000e+01  3.691271e-01
4.750000e+01  4.796812e-01
5.000000e+01  6.127673e-01
5.250000e+01  7.709222e-01
5.500000e+01  9.566577e-01
5.750000e+01  1.172625e+00
6.000000e+01  1.421464e+00
6.250000e+01  1.705203e+00
6.500000e+01  2.025666e+00
6.750000e+01  2.384494e+00
7.000000e+01  2.783058e+00
7.250000e+01  3.222752e+00
7.500000e+01  3.704859e+00
7.750000e+01  4.230266e+00
8.000000e+01  4.799666e+00
8.250000e+01  5.413766e+00
8.500000e+01  6.073110e+00
8.750000e+01  6.778062e+00
9.000000e+01  7.528247e+00 
9.250000e+01  8.311088e+00
9.500000e+01  9.112634e+00
9.750000e+01  9.956808e+00
1.000000e+02  1.084407e+01

