10.   0.714d-42
15.   7.98d-42
20.   25.4d-42
25.   58.4d-42
30.   114d-42
35.   199d-42
40.   317d-42
45.   472d-42
50.   665d-42
55.   896d-42
60.   1170d-42
65.   1480d-42
70.   1830d-42
75.   2220d-42
80.   2650d-42
85.   3110d-42
90.   3610d-42
95.   4130d-42
100.  4690d-42
105.  5260d-42
110.  5860d-42
115.  6470d-42
120.  7090d-42
125.  7730d-42
130.  8370d-42
135.  9010d-42
140.  9660d-42
145.  10300d-42
150.  10900d-42
