10   2.9d-52
15   9.1d-41
20   4.96d-40
25   14.66d-40
30   25.05d-40
35   29.27d-40
40   33.56d-40
45   37.91d-40
50   42.54d-40
55   47.17d-40
60   52.02d-40
65   56.31d-40
70   60.39d-40
75   64.03d-40
80   67.04d-40
85   69.69d-40
90   71.95d-40
95   73.91d-40
100  76.5d-40
105  78.3d-40
110  81.0d-40
115  81.9d-40
120  82.5d-40
125  82.9d-40
130  82.9-40
135  82.9-40
140  82.9-40
145  82.9-40
150  82.9-40
155  82.9-40
160  82.9-40
165  82.9-40
170  82.9-40
175  82.9-40
180  82.9-40
