0        8.57    1.60
10       9.11    1.47
20       9.22    2.49
30       9.04    1.67
40       9.18    1.82
50       9.06    1.34
60       9.48    2.34
70       9.14    0.46
80       9.18    0.57
90       9.73    1.66
100      10.6    2.40
120      11.1    1.84
140      11.5    1.05
160      11.8    1.21
180      13.3    1.31
200      15.3    4.43
220      15.1    2.21
240      20.1    2.94
260      22.1    0.80
280      18.7    1.31
300      10.2    2.57
320      7.3     3.1
340      5.8     2.3
360      5.7     2.3
380      6.5     5.5
400      6.2     4.8
420      6.6     5.5
440      6.4     2.7
460      6.6     3.6
480      7.1     4.0
500      7.3     3.1
520      7.0     1.8
540      7.1     2.1
560      7.2     2.5
580      7.4     1.9
600      7.1     3.1
620      7.1     2.2
640      7.1     2.6
660      7.3     3.7
680      7.6     4.0
700      7.5     4.0
720      7.5     3.9
740      7.4     3.9
760      7.3     3.9
780      7.3     3.8
800      7.3     3.9
820      7.2     3.8
840      7.1     3.9
860      7.0     3.7
880      7.0     3.7
900      6.9     3.6
920      7.0     3.7
940      6.9     3.7
960      6.9     3.7
980      6.9     3.7
