 0.10249E-02  0.35435E+01  0.97188E+00  0.3481E+53  0.6377E+49  0.1528E+48
 0.10249E-02  0.45154E+01  0.12384E+01  0.1280E+53  0.2989E+49  0.6962E+47
 0.10249E-02  0.57538E+01  0.15781E+01  0.2851E+52  0.8004E+48  0.2021E+47
 0.10249E-02  0.73319E+01  0.20110E+01  0.3409E+51  0.1082E+48  0.3428E+46
 0.10249E-02  0.93429E+01  0.25625E+01  0.1849E+50  0.6285E+46  0.2796E+45
 0.10249E-02  0.11905E+02  0.32654E+01  0.3698E+48  0.1300E+45  0.9365E+43
 0.10249E-02  0.15171E+02  0.41610E+01  0.2135E+46  0.1251E+43  0.1260E+42
 0.10249E-02  0.19332E+02  0.53022E+01  0.3722E+43  0.4873E+40  0.1310E+40
 0.10249E-02  0.24634E+02  0.67565E+01  0.6518E+40  0.7084E+37  0.1647E+37
 0.10249E-02  0.31390E+02  0.86096E+01  0.6629E+37  0.6049E+34  0.1328E+34
 0.10249E-02  0.40000E+02  0.10971E+02  0.4707E+34  0.3815E+31  0.7975E+30
 0.10249E-02  0.50971E+02  0.13980E+02  0.2579E+31  0.1890E+28  0.3797E+27
 0.10249E-02  0.64951E+02  0.17814E+02  0.1141E+28  0.7711E+24  0.1485E+24
 0.10249E-02  0.82766E+02  0.22701E+02  0.4149E+24  0.2636E+21  0.4819E+20
 0.10249E-02  0.10547E+03  0.28927E+02  0.1256E+21  0.7771E+17  0.1312E+17
 0.10249E-02  0.13439E+03  0.36861E+02  0.3215E+17  0.1998E+14  0.3006E+13
 0.10249E-02  0.17125E+03  0.46970E+02  0.6992E+13  0.4454E+10  0.5899E+09
 0.10249E-02  0.21822E+03  0.59853E+02  0.1317E+10  0.8417E+06  0.1016E+06
 0.10249E-02  0.27808E+03  0.76270E+02  0.2183E+06  0.1354E+03  0.1558E+02
 0.10249E-02  0.35435E+03  0.97188E+02  0.3185E+02  0.1886E-01  0.2117E-02
 0.11126E-01  0.35435E+01  0.97188E+00  0.1221E+55  0.6083E+51  0.1154E+51
 0.11126E-01  0.45154E+01  0.12384E+01  0.6421E+54  0.2905E+51  0.5884E+50
 0.11126E-01  0.57538E+01  0.15781E+01  0.1965E+54  0.8706E+50  0.1833E+50
 0.11126E-01  0.73319E+01  0.20110E+01  0.3353E+53  0.1468E+50  0.3064E+49
 0.11126E-01  0.93429E+01  0.25625E+01  0.2986E+52  0.1173E+49  0.2440E+48
 0.11126E-01  0.11905E+02  0.32654E+01  0.1129E+51  0.3860E+47  0.7777E+46
 0.11126E-01  0.15171E+02  0.41610E+01  0.1532E+49  0.4537E+45  0.8193E+44
 0.11126E-01  0.19332E+02  0.53022E+01  0.6820E+46  0.1307E+43  0.1019E+42
 0.11126E-01  0.24634E+02  0.67565E+01  0.2028E+44  0.7975E+39  0.1304E+39
 0.11126E-01  0.31390E+02  0.86096E+01  0.1283E+41  0.5242E+37  0.1048E+37
 0.11126E-01  0.40000E+02  0.10971E+02  0.6076E+38  0.3185E+35  0.5909E+34
 0.11126E-01  0.50971E+02  0.13980E+02  0.3802E+36  0.1566E+33  0.2859E+32
 0.11126E-01  0.64951E+02  0.17814E+02  0.1635E+34  0.6770E+30  0.1220E+30
 0.11126E-01  0.82766E+02  0.22701E+02  0.5818E+31  0.2575E+28  0.4511E+27
 0.11126E-01  0.10547E+03  0.28927E+02  0.1760E+29  0.8648E+25  0.1423E+25
 0.11126E-01  0.13439E+03  0.36861E+02  0.4555E+26  0.2633E+23  0.3854E+22
 0.11126E-01  0.17125E+03  0.46970E+02  0.1043E+24  0.7492E+20  0.9262E+19
 0.11126E-01  0.21822E+03  0.59853E+02  0.2235E+21  0.1995E+18  0.2090E+17
 0.11126E-01  0.27808E+03  0.76270E+02  0.4730E+18  0.4847E+15  0.4674E+14
 0.11126E-01  0.35435E+03  0.97188E+02  0.1021E+16  0.1047E+13  0.1066E+12
 0.21070E-01  0.35435E+01  0.97188E+00  0.1348E+55  0.6433E+51  0.9886E+50
 0.21070E-01  0.45154E+01  0.12384E+01  0.6575E+54  0.3117E+51  0.5102E+50
 0.21070E-01  0.57538E+01  0.15781E+01  0.2014E+54  0.9313E+50  0.1614E+50
 0.21070E-01  0.73319E+01  0.20110E+01  0.3372E+53  0.1545E+50  0.2775E+49
 0.21070E-01  0.93429E+01  0.25625E+01  0.3091E+52  0.1246E+49  0.2264E+48
 0.21070E-01  0.11905E+02  0.32654E+01  0.1223E+51  0.4070E+47  0.7499E+46
 0.21070E-01  0.15171E+02  0.41610E+01  0.1746E+49  0.4841E+45  0.9213E+44
 0.21070E-01  0.19332E+02  0.53022E+01  0.1219E+47  0.3036E+43  0.3379E+42
 0.21070E-01  0.24634E+02  0.67565E+01  0.5953E+44  0.2201E+40  0.3144E+39
 0.21070E-01  0.31390E+02  0.86096E+01  0.7855E+41  0.1791E+38  0.3051E+37
 0.21070E-01  0.40000E+02  0.10971E+02  0.3520E+39  0.1419E+36  0.2681E+35
 0.21070E-01  0.50971E+02  0.13980E+02  0.3025E+37  0.1057E+34  0.2083E+33
 0.21070E-01  0.64951E+02  0.17814E+02  0.2107E+35  0.7141E+31  0.1431E+31
 0.21070E-01  0.82766E+02  0.22701E+02  0.1217E+33  0.4223E+29  0.8502E+28
 0.21070E-01  0.10547E+03  0.28927E+02  0.5902E+30  0.2174E+27  0.4308E+26
 0.21070E-01  0.13439E+03  0.36861E+02  0.2435E+28  0.9877E+24  0.1872E+24
 0.21070E-01  0.17125E+03  0.46970E+02  0.8772E+25  0.3997E+22  0.7182E+21
 0.21070E-01  0.21822E+03  0.59853E+02  0.2871E+23  0.1420E+20  0.2536E+19
 0.21070E-01  0.27808E+03  0.76270E+02  0.8931E+20  0.4223E+17  0.8645E+16
 0.21070E-01  0.35435E+03  0.97188E+02  0.2758E+18  0.9941E+14  0.2960E+14
 0.31542E-01  0.35435E+01  0.97188E+00  0.1390E+55  0.6004E+51  0.7959E+50
 0.31542E-01  0.45154E+01  0.12384E+01  0.7071E+54  0.2914E+51  0.4174E+50
 0.31542E-01  0.57538E+01  0.15781E+01  0.2216E+54  0.8945E+50  0.1358E+50
 0.31542E-01  0.73319E+01  0.20110E+01  0.3746E+53  0.1516E+50  0.2399E+49
 0.31542E-01  0.93429E+01  0.25625E+01  0.3472E+52  0.1227E+49  0.2016E+48
 0.31542E-01  0.11905E+02  0.32654E+01  0.1346E+51  0.4070E+47  0.7333E+46
 0.31542E-01  0.15171E+02  0.41610E+01  0.2290E+49  0.5850E+45  0.1173E+45
 0.31542E-01  0.19332E+02  0.53022E+01  0.2576E+47  0.5454E+43  0.8926E+42
 0.31542E-01  0.24634E+02  0.67565E+01  0.2126E+45  0.6130E+40  0.8548E+39
 0.31542E-01  0.31390E+02  0.86096E+01  0.6324E+42  0.3134E+38  0.7194E+37
 0.31542E-01  0.40000E+02  0.10971E+02  0.1892E+40  0.3626E+36  0.7504E+35
 0.31542E-01  0.50971E+02  0.13980E+02  0.1809E+38  0.4042E+34  0.8135E+33
 0.31542E-01  0.64951E+02  0.17814E+02  0.1529E+36  0.4096E+32  0.8109E+31
 0.31542E-01  0.82766E+02  0.22701E+02  0.1121E+34  0.3546E+30  0.6870E+29
 0.31542E-01  0.10547E+03  0.28927E+02  0.6811E+31  0.2619E+28  0.4773E+27
 0.31542E-01  0.13439E+03  0.36861E+02  0.3402E+29  0.1702E+26  0.2730E+25
 0.31542E-01  0.17125E+03  0.46970E+02  0.1454E+27  0.9968E+23  0.1349E+23
 0.31542E-01  0.21822E+03  0.59853E+02  0.5687E+24  0.5168E+21  0.6180E+20
 0.31542E-01  0.27808E+03  0.76270E+02  0.2155E+22  0.2259E+19  0.2819E+18
 0.31542E-01  0.35435E+03  0.97188E+02  0.8237E+19  0.7836E+16  0.1370E+16
 0.41397E-01  0.35435E+01  0.97188E+00  0.1564E+55  0.7164E+51  0.8491E+50
 0.41397E-01  0.45154E+01  0.12384E+01  0.8136E+54  0.3525E+51  0.4513E+50
 0.41397E-01  0.57538E+01  0.15781E+01  0.2551E+54  0.1084E+51  0.1496E+50
 0.41397E-01  0.73319E+01  0.20110E+01  0.4460E+53  0.1842E+50  0.2705E+49
 0.41397E-01  0.93429E+01  0.25625E+01  0.4287E+52  0.1519E+49  0.2330E+48
