   Time        Lum_e      <E>_e    <Erms>_e    Lum_eb     <E>_eb    <Erms>_eb   Lum_x       <E>_x    <Erms>_x
   (sec)     (foes/s)     (MeV)      (MeV)    (foes/s)     (MeV)      (MeV)    (foes/s)     (MeV)      (MeV)

  6.090E-01  7.733E+01  1.581E+01  1.767E+01  7.442E+01  1.744E+01  1.935E+01  2.310E+01  1.961E+01  2.281E+01
  6.100E-01  7.738E+01  1.583E+01  1.770E+01  7.449E+01  1.747E+01  1.938E+01  2.305E+01  1.962E+01  2.282E+01
  6.110E-01  7.755E+01  1.586E+01  1.773E+01  7.467E+01  1.749E+01  1.941E+01  2.301E+01  1.964E+01  2.284E+01
  6.120E-01  7.766E+01  1.588E+01  1.776E+01  7.479E+01  1.751E+01  1.943E+01  2.297E+01  1.965E+01  2.286E+01
  6.130E-01  7.745E+01  1.589E+01  1.777E+01  7.460E+01  1.752E+01  1.944E+01  2.287E+01  1.965E+01  2.287E+01
  6.140E-01  7.706E+01  1.589E+01  1.777E+01  7.425E+01  1.752E+01  1.944E+01  2.276E+01  1.966E+01  2.288E+01
  6.150E-01  7.670E+01  1.590E+01  1.778E+01  7.390E+01  1.752E+01  1.945E+01  2.266E+01  1.966E+01  2.288E+01
  6.160E-01  7.643E+01  1.590E+01  1.779E+01  7.365E+01  1.753E+01  1.946E+01  2.258E+01  1.966E+01  2.288E+01
  6.170E-01  7.618E+01  1.591E+01  1.780E+01  7.343E+01  1.754E+01  1.947E+01  2.251E+01  1.967E+01  2.289E+01
  6.180E-01  7.608E+01  1.593E+01  1.782E+01  7.335E+01  1.756E+01  1.949E+01  2.244E+01  1.969E+01  2.290E+01
  6.190E-01  7.629E+01  1.596E+01  1.785E+01  7.358E+01  1.759E+01  1.952E+01  2.242E+01  1.970E+01  2.291E+01
  6.200E-01  7.638E+01  1.598E+01  1.788E+01  7.370E+01  1.761E+01  1.954E+01  2.237E+01  1.970E+01  2.291E+01
  6.210E-01  7.612E+01  1.598E+01  1.789E+01  7.346E+01  1.761E+01  1.955E+01  2.225E+01  1.969E+01  2.292E+01
  6.220E-01  7.571E+01  1.599E+01  1.789E+01  7.305E+01  1.761E+01  1.956E+01  2.212E+01  1.969E+01  2.292E+01
  6.230E-01  7.527E+01  1.599E+01  1.790E+01  7.264E+01  1.762E+01  1.957E+01  2.198E+01  1.969E+01  2.292E+01
  6.240E-01  7.494E+01  1.601E+01  1.792E+01  7.233E+01  1.763E+01  1.958E+01  2.185E+01  1.970E+01  2.293E+01
  6.250E-01  7.488E+01  1.603E+01  1.795E+01  7.228E+01  1.765E+01  1.961E+01  2.176E+01  1.971E+01  2.295E+01
  6.260E-01  7.494E+01  1.606E+01  1.797E+01  7.238E+01  1.768E+01  1.964E+01  2.169E+01  1.973E+01  2.297E+01
  6.270E-01  7.503E+01  1.608E+01  1.800E+01  7.249E+01  1.770E+01  1.966E+01  2.162E+01  1.975E+01  2.299E+01
  6.280E-01  7.516E+01  1.611E+01  1.803E+01  7.263E+01  1.773E+01  1.969E+01  2.157E+01  1.976E+01  2.301E+01
  6.290E-01  7.531E+01  1.613E+01  1.806E+01  7.278E+01  1.774E+01  1.971E+01  2.154E+01  1.977E+01  2.303E+01
  6.300E-01  7.546E+01  1.614E+01  1.808E+01  7.294E+01  1.776E+01  1.973E+01  2.151E+01  1.979E+01  2.306E+01
  6.310E-01  7.563E+01  1.616E+01  1.810E+01  7.311E+01  1.777E+01  1.975E+01  2.149E+01  1.981E+01  2.308E+01
  6.320E-01  7.574E+01  1.618E+01  1.812E+01  7.323E+01  1.779E+01  1.977E+01  2.147E+01  1.983E+01  2.311E+01
  6.330E-01  7.585E+01  1.619E+01  1.813E+01  7.333E+01  1.780E+01  1.978E+01  2.146E+01  1.984E+01  2.313E+01
  6.340E-01  7.605E+01  1.620E+01  1.814E+01  7.353E+01  1.781E+01  1.979E+01  2.147E+01  1.986E+01  2.315E+01
  6.350E-01  7.631E+01  1.622E+01  1.816E+01  7.378E+01  1.782E+01  1.980E+01  2.149E+01  1.987E+01  2.317E+01
  6.360E-01  7.661E+01  1.623E+01  1.817E+01  7.408E+01  1.783E+01  1.981E+01  2.153E+01  1.989E+01  2.319E+01
  6.370E-01  7.687E+01  1.624E+01  1.818E+01  7.432E+01  1.784E+01  1.982E+01  2.156E+01  1.991E+01  2.322E+01
  6.380E-01  7.716E+01  1.625E+01  1.820E+01  7.460E+01  1.785E+01  1.984E+01  2.159E+01  1.993E+01  2.325E+01
  6.390E-01  7.740E+01  1.626E+01  1.822E+01  7.483E+01  1.786E+01  1.985E+01  2.161E+01  1.995E+01  2.329E+01
  6.400E-01  7.753E+01  1.627E+01  1.822E+01  7.494E+01  1.786E+01  1.985E+01  2.164E+01  1.997E+01  2.331E+01
  6.410E-01  7.777E+01  1.628E+01  1.824E+01  7.516E+01  1.787E+01  1.987E+01  2.168E+01  2.000E+01  2.335E+01
  6.420E-01  7.817E+01  1.631E+01  1.826E+01  7.553E+01  1.790E+01  1.989E+01  2.172E+01  2.003E+01  2.340E+01
  6.430E-01  7.863E+01  1.633E+01  1.829E+01  7.597E+01  1.792E+01  1.991E+01  2.177E+01  2.006E+01  2.344E+01
  6.440E-01  7.910E+01  1.635E+01  1.831E+01  7.642E+01  1.793E+01  1.994E+01  2.182E+01  2.008E+01  2.347E+01
  6.450E-01  7.952E+01  1.636E+01  1.833E+01  7.682E+01  1.794E+01  1.995E+01  2.190E+01  2.009E+01  2.350E+01
  6.460E-01  7.979E+01  1.637E+01  1.834E+01  7.706E+01  1.794E+01  1.996E+01  2.198E+01  2.010E+01  2.352E+01
  6.470E-01  7.982E+01  1.636E+01  1.834E+01  7.707E+01  1.794E+01  1.995E+01  2.203E+01  2.010E+01  2.354E+01
  6.480E-01  7.985E+01  1.637E+01  1.834E+01  7.708E+01  1.794E+01  1.995E+01  2.208E+01  2.012E+01  2.356E+01
  6.490E-01  8.007E+01  1.638E+01  1.836E+01  7.728E+01  1.795E+01  1.997E+01  2.214E+01  2.015E+01  2.359E+01
  6.500E-01  8.009E+01  1.639E+01  1.837E+01  7.731E+01  1.796E+01  1.998E+01  2.213E+01  2.017E+01  2.362E+01
  6.510E-01  8.021E+01  1.640E+01  1.838E+01  7.743E+01  1.797E+01  1.999E+01  2.216E+01  2.018E+01  2.364E+01
  6.520E-01  8.035E+01  1.641E+01  1.839E+01  7.756E+01  1.797E+01  2.000E+01  2.220E+01  2.020E+01  2.367E+01
  6.530E-01  8.049E+01  1.641E+01  1.840E+01  7.767E+01  1.798E+01  2.001E+01  2.224E+01  2.021E+01  2.369E+01
  6.540E-01  8.056E+01  1.643E+01  1.842E+01  7.774E+01  1.799E+01  2.002E+01  2.226E+01  2.023E+01  2.372E+01
  6.550E-01  8.086E+01  1.645E+01  1.844E+01  7.803E+01  1.801E+01  2.004E+01  2.234E+01  2.026E+01  2.375E+01
  6.560E-01  8.116E+01  1.647E+01  1.846E+01  7.833E+01  1.803E+01  2.006E+01  2.242E+01  2.029E+01  2.379E+01
  6.570E-01  8.135E+01  1.648E+01  1.847E+01  7.850E+01  1.804E+01  2.007E+01  2.247E+01  2.032E+01  2.383E+01
  6.580E-01  8.139E+01  1.648E+01  1.848E+01  7.853E+01  1.804E+01  2.008E+01  2.250E+01  2.034E+01  2.386E+01
  6.590E-01  8.133E+01  1.649E+01  1.848E+01  7.845E+01  1.805E+01  2.008E+01  2.251E+01  2.037E+01  2.389E+01
  6.600E-01  8.115E+01  1.649E+01  1.849E+01  7.826E+01  1.805E+01  2.009E+01  2.248E+01  2.039E+01  2.392E+01
  6.610E-01  8.109E+01  1.650E+01  1.850E+01  7.819E+01  1.806E+01  2.010E+01  2.247E+01  2.041E+01  2.394E+01
  6.620E-01  8.113E+01  1.651E+01  1.851E+01  7.823E+01  1.807E+01  2.010E+01  2.249E+01  2.044E+01  2.396E+01
  6.630E-01  8.121E+01  1.652E+01  1.851E+01  7.831E+01  1.808E+01  2.011E+01  2.254E+01  2.046E+01  2.398E+01
  6.640E-01  8.128E+01  1.653E+01  1.852E+01  7.838E+01  1.809E+01  2.012E+01  2.258E+01  2.049E+01  2.401E+01
  6.650E-01  8.122E+01  1.654E+01  1.853E+01  7.833E+01  1.810E+01  2.013E+01  2.259E+01  2.051E+01  2.404E+01
  6.660E-01  8.103E+01  1.654E+01  1.853E+01  7.814E+01  1.810E+01  2.013E+01  2.259E+01  2.053E+01  2.407E+01
  6.670E-01  8.088E+01  1.655E+01  1.854E+01  7.797E+01  1.810E+01  2.013E+01  2.259E+01  2.055E+01  2.409E+01
  6.680E-01  8.083E+01  1.656E+01  1.856E+01  7.792E+01  1.812E+01  2.015E+01  2.258E+01  2.058E+01  2.413E+01
  6.690E-01  8.089E+01  1.658E+01  1.857E+01  7.800E+01  1.813E+01  2.016E+01  2.260E+01  2.061E+01  2.416E+01
  6.700E-01  8.097E+01  1.659E+01  1.858E+01  7.809E+01  1.814E+01  2.017E+01  2.262E+01  2.062E+01  2.418E+01
  6.710E-01  8.111E+01  1.659E+01  1.859E+01  7.822E+01  1.815E+01  2.018E+01  2.268E+01  2.064E+01  2.420E+01
  6.720E-01  8.097E+01  1.660E+01  1.859E+01  7.806E+01  1.815E+01  2.018E+01  2.266E+01  2.066E+01  2.423E+01
  6.730E-01  8.062E+01  1.660E+01  1.859E+01  7.773E+01  1.815E+01  2.018E+01  2.258E+01  2.067E+01  2.424E+01
  6.740E-01  8.038E+01  1.660E+01  1.859E+01  7.751E+01  1.815E+01  2.018E+01  2.254E+01  2.068E+01  2.426E+01
  6.750E-01  8.031E+01  1.660E+01  1.860E+01  7.744E+01  1.816E+01  2.019E+01  2.255E+01  2.069E+01  2.428E+01
  6.760E-01  8.028E+01  1.661E+01  1.861E+01  7.740E+01  1.817E+01  2.020E+01  2.255E+01  2.071E+01  2.430E+01
  6.770E-01  8.007E+01  1.662E+01  1.862E+01  7.721E+01  1.817E+01  2.021E+01  2.251E+01  2.071E+01  2.432E+01
  6.780E-01  7.961E+01  1.662E+01  1.863E+01  7.677E+01  1.818E+01  2.022E+01  2.243E+01  2.072E+01  2.434E+01
  6.790E-01  7.931E+01  1.663E+01  1.864E+01  7.650E+01  1.819E+01  2.023E+01  2.237E+01  2.074E+01  2.437E+01
  6.800E-01  7.920E+01  1.665E+01  1.865E+01  7.642E+01  1.820E+01  2.024E+01  2.235E+01  2.076E+01  2.441E+01
  6.810E-01  7.928E+01  1.666E+01  1.866E+01  7.653E+01  1.822E+01  2.025E+01  2.240E+01  2.079E+01  2.445E+01
  6.820E-01  7.922E+01  1.667E+01  1.867E+01  7.650E+01  1.823E+01  2.026E+01  2.241E+01  2.083E+01  2.450E+01
  6.830E-01  7.906E+01  1.668E+01  1.868E+01  7.636E+01  1.824E+01  2.027E+01  2.240E+01  2.086E+01  2.454E+01
  6.840E-01  7.881E+01  1.668E+01  1.868E+01  7.615E+01  1.825E+01  2.028E+01  2.236E+01  2.088E+01  2.457E+01
  6.850E-01  7.832E+01  1.668E+01  1.868E+01  7.569E+01  1.825E+01  2.028E+01  2.226E+01  2.088E+01  2.459E+01
  6.860E-01  7.789E+01  1.668E+01  1.867E+01  7.530E+01  1.824E+01  2.027E+01  2.217E+01  2.088E+01  2.459E+01
  6.870E-01  7.751E+01  1.668E+01  1.867E+01  7.495E+01  1.825E+01  2.028E+01  2.206E+01  2.089E+01  2.460E+01
  6.880E-01  7.707E+01  1.668E+01  1.868E+01  7.457E+01  1.825E+01  2.028E+01  2.193E+01  2.089E+01  2.460E+01
  6.890E-01  7.673E+01  1.669E+01  1.868E+01  7.429E+01  1.826E+01  2.029E+01  2.181E+01  2.089E+01  2.460E+01
  6.900E-01  7.635E+01  1.668E+01  1.868E+01  7.395E+01  1.826E+01  2.029E+01  2.170E+01  2.089E+01  2.459E+01
  6.910E-01  7.588E+01  1.669E+01  1.868E+01  7.352E+01  1.826E+01  2.029E+01  2.157E+01  2.089E+01  2.459E+01
  6.920E-01  7.551E+01  1.670E+01  1.869E+01  7.318E+01  1.827E+01  2.030E+01  2.146E+01  2.089E+01  2.458E+01
  6.930E-01  7.529E+01  1.670E+01  1.870E+01  7.301E+01  1.828E+01  2.031E+01  2.139E+01  2.089E+01  2.458E+01
  6.940E-01  7.522E+01  1.672E+01  1.872E+01  7.299E+01  1.829E+01  2.033E+01  2.135E+01  2.089E+01  2.459E+01
  6.950E-01  7.508E+01  1.674E+01  1.874E+01  7.288E+01  1.832E+01  2.035E+01  2.129E+01  2.091E+01  2.461E+01
  6.960E-01  7.466E+01  1.674E+01  1.874E+01  7.250E+01  1.832E+01  2.035E+01  2.116E+01  2.091E+01  2.462E+01
  6.970E-01  7.397E+01  1.673E+01  1.873E+01  7.184E+01  1.831E+01  2.034E+01  2.098E+01  2.090E+01  2.460E+01
  6.980E-01  7.332E+01  1.672E+01  1.872E+01  7.121E+01  1.830E+01  2.033E+01  2.082E+01  2.089E+01  2.458E+01
  6.990E-01  7.300E+01  1.672E+01  1.872E+01  7.093E+01  1.831E+01  2.033E+01  2.070E+01  2.088E+01  2.455E+01
  7.000E-01  7.267E+01  1.673E+01  1.873E+01  7.065E+01  1.831E+01  2.034E+01  2.057E+01  2.085E+01  2.450E+01
  7.010E-01  7.216E+01  1.672E+01  1.873E+01  7.019E+01  1.831E+01  2.034E+01  2.039E+01  2.081E+01  2.444E+01
  7.020E-01  7.145E+01  1.672E+01  1.873E+01  6.951E+01  1.830E+01  2.034E+01  2.016E+01  2.076E+01  2.437E+01
  7.030E-01  7.072E+01  1.672E+01  1.873E+01  6.882E+01  1.830E+01  2.035E+01  1.992E+01  2.071E+01  2.430E+01
  7.040E-01  6.993E+01  1.673E+01  1.875E+01  6.808E+01  1.831E+01  2.036E+01  1.965E+01  2.067E+01  2.423E+01
  7.050E-01  6.938E+01  1.673E+01  1.875E+01  6.758E+01  1.831E+01  2.036E+01  1.945E+01  2.062E+01  2.416E+01
  7.060E-01  6.886E+01  1.672E+01  1.875E+01  6.710E+01  1.830E+01  2.036E+01  1.928E+01  2.057E+01  2.409E+01
  7.070E-01  6.816E+01  1.672E+01  1.875E+01  6.643E+01  1.829E+01  2.036E+01  1.909E+01  2.052E+01  2.403E+01
  7.080E-01  6.746E+01  1.671E+01  1.875E+01  6.577E+01  1.829E+01  2.036E+01  1.891E+01  2.049E+01  2.397E+01
  7.090E-01  6.679E+01  1.671E+01  1.875E+01  6.515E+01  1.829E+01  2.036E+01  1.874E+01  2.046E+01  2.392E+01
  7.100E-01  6.614E+01  1.670E+01  1.875E+01  6.456E+01  1.829E+01  2.036E+01  1.857E+01  2.042E+01  2.387E+01
  7.110E-01  6.548E+01  1.671E+01  1.876E+01  6.397E+01  1.829E+01  2.037E+01  1.838E+01  2.038E+01  2.382E+01
  7.120E-01  6.473E+01  1.670E+01  1.876E+01  6.329E+01  1.828E+01  2.036E+01  1.818E+01  2.033E+01  2.376E+01
  7.130E-01  6.372E+01  1.668E+01  1.874E+01  6.234E+01  1.826E+01  2.035E+01  1.794E+01  2.028E+01  2.369E+01
  7.140E-01  6.259E+01  1.666E+01  1.872E+01  6.127E+01  1.824E+01  2.033E+01  1.769E+01  2.024E+01  2.362E+01
  7.150E-01  6.138E+01  1.664E+01  1.870E+01  6.011E+01  1.823E+01  2.031E+01  1.742E+01  2.020E+01  2.355E+01
  7.160E-01  6.020E+01  1.662E+01  1.869E+01  5.901E+01  1.821E+01  2.030E+01  1.714E+01  2.015E+01  2.347E+01
  7.170E-01  5.943E+01  1.662E+01  1.869E+01  5.833E+01  1.822E+01  2.031E+01  1.692E+01  2.011E+01  2.340E+01
  7.180E-01  5.885E+01  1.663E+01  1.871E+01  5.783E+01  1.822E+01  2.032E+01  1.672E+01  2.006E+01  2.333E+01
  7.190E-01  5.811E+01  1.663E+01  1.872E+01  5.718E+01  1.822E+01  2.033E+01  1.649E+01  2.001E+01  2.327E+01
  7.200E-01  5.727E+01  1.662E+01  1.872E+01  5.641E+01  1.821E+01  2.033E+01  1.626E+01  1.996E+01  2.321E+01
  7.210E-01  5.648E+01  1.662E+01  1.872E+01  5.567E+01  1.821E+01  2.033E+01  1.604E+01  1.992E+01  2.316E+01
  7.220E-01  5.576E+01  1.662E+01  1.873E+01  5.501E+01  1.821E+01  2.034E+01  1.584E+01  1.989E+01  2.313E+01
  7.230E-01  5.521E+01  1.662E+01  1.874E+01  5.453E+01  1.822E+01  2.035E+01  1.566E+01  1.986E+01  2.310E+01
  7.240E-01  5.483E+01  1.663E+01  1.875E+01  5.421E+01  1.823E+01  2.037E+01  1.552E+01  1.984E+01  2.307E+01
  7.250E-01  5.457E+01  1.664E+01  1.876E+01  5.399E+01  1.824E+01  2.038E+01  1.541E+01  1.982E+01  2.305E+01
  7.260E-01  5.413E+01  1.664E+01  1.877E+01  5.359E+01  1.824E+01  2.039E+01  1.524E+01  1.980E+01  2.303E+01
  7.270E-01  5.380E+01  1.665E+01  1.879E+01  5.330E+01  1.825E+01  2.041E+01  1.510E+01  1.980E+01  2.302E+01
  7.280E-01  5.357E+01  1.666E+01  1.880E+01  5.310E+01  1.827E+01  2.042E+01  1.498E+01  1.979E+01  2.301E+01
  7.290E-01  5.329E+01  1.667E+01  1.881E+01  5.287E+01  1.828E+01  2.044E+01  1.485E+01  1.977E+01  2.300E+01
  7.300E-01  5.309E+01  1.668E+01  1.883E+01  5.268E+01  1.829E+01  2.045E+01  1.474E+01  1.976E+01  2.299E+01
  7.310E-01  5.292E+01  1.670E+01  1.885E+01  5.254E+01  1.830E+01  2.047E+01  1.464E+01  1.975E+01  2.299E+01
  7.320E-01  5.270E+01  1.670E+01  1.885E+01  5.232E+01  1.830E+01  2.047E+01  1.454E+01  1.973E+01  2.297E+01
  7.330E-01  5.246E+01  1.670E+01  1.886E+01  5.208E+01  1.831E+01  2.048E+01  1.444E+01  1.972E+01  2.296E+01
  7.340E-01  5.236E+01  1.672E+01  1.888E+01  5.199E+01  1.832E+01  2.050E+01  1.436E+01  1.972E+01  2.295E+01
  7.350E-01  5.236E+01  1.674E+01  1.890E+01  5.200E+01  1.834E+01  2.052E+01  1.429E+01  1.972E+01  2.295E+01
  7.360E-01  5.247E+01  1.676E+01  1.893E+01  5.213E+01  1.836E+01  2.055E+01  1.423E+01  1.971E+01  2.295E+01
  7.370E-01  5.256E+01  1.677E+01  1.894E+01  5.223E+01  1.837E+01  2.056E+01  1.419E+01  1.970E+01  2.295E+01
  7.380E-01  5.242E+01  1.677E+01  1.895E+01  5.208E+01  1.837E+01  2.056E+01  1.410E+01  1.968E+01  2.294E+01
  7.390E-01  5.233E+01  1.679E+01  1.896E+01  5.200E+01  1.838E+01  2.058E+01  1.402E+01  1.968E+01  2.295E+01
  7.400E-01  5.252E+01  1.681E+01  1.899E+01  5.220E+01  1.840E+01  2.060E+01  1.400E+01  1.969E+01  2.295E+01
  7.410E-01  5.274E+01  1.683E+01  1.901E+01  5.243E+01  1.842E+01  2.062E+01  1.398E+01  1.970E+01  2.296E+01
  7.420E-01  5.287E+01  1.684E+01  1.902E+01  5.255E+01  1.844E+01  2.064E+01  1.395E+01  1.971E+01  2.297E+01
  7.430E-01  5.295E+01  1.685E+01  1.904E+01  5.262E+01  1.845E+01  2.065E+01  1.391E+01  1.970E+01  2.297E+01
  7.440E-01  5.295E+01  1.686E+01  1.905E+01  5.261E+01  1.845E+01  2.066E+01  1.387E+01  1.970E+01  2.297E+01
  7.450E-01  5.292E+01  1.687E+01  1.906E+01  5.258E+01  1.846E+01  2.067E+01  1.382E+01  1.969E+01  2.297E+01
  7.460E-01  5.280E+01  1.687E+01  1.907E+01  5.246E+01  1.846E+01  2.067E+01  1.377E+01  1.967E+01  2.296E+01
  7.470E-01  5.260E+01  1.687E+01  1.907E+01  5.226E+01  1.846E+01  2.067E+01  1.372E+01  1.965E+01  2.295E+01
  7.480E-01  5.251E+01  1.687E+01  1.907E+01  5.218E+01  1.846E+01  2.068E+01  1.369E+01  1.965E+01  2.294E+01
  7.490E-01  5.237E+01  1.688E+01  1.908E+01  5.205E+01  1.846E+01  2.068E+01  1.363E+01  1.965E+01  2.294E+01
  7.500E-01  5.227E+01  1.688E+01  1.909E+01  5.196E+01  1.847E+01  2.069E+01  1.358E+01  1.964E+01  2.294E+01
  7.510E-01  5.217E+01  1.688E+01  1.909E+01  5.187E+01  1.847E+01  2.070E+01  1.353E+01  1.963E+01  2.294E+01
  7.520E-01  5.203E+01  1.689E+01  1.910E+01  5.173E+01  1.847E+01  2.070E+01  1.347E+01  1.963E+01  2.293E+01
  7.530E-01  5.195E+01  1.689E+01  1.911E+01  5.166E+01  1.848E+01  2.071E+01  1.343E+01  1.963E+01  2.294E+01
  7.540E-01  5.195E+01  1.691E+01  1.912E+01  5.168E+01  1.849E+01  2.073E+01  1.339E+01  1.964E+01  2.295E+01
  7.550E-01  5.199E+01  1.691E+01  1.914E+01  5.173E+01  1.850E+01  2.074E+01  1.336E+01  1.963E+01  2.295E+01
  7.560E-01  5.196E+01  1.691E+01  1.914E+01  5.171E+01  1.850E+01  2.074E+01  1.332E+01  1.962E+01  2.295E+01
  7.570E-01  5.185E+01  1.692E+01  1.915E+01  5.160E+01  1.850E+01  2.075E+01  1.326E+01  1.962E+01  2.295E+01
  7.580E-01  5.180E+01  1.693E+01  1.916E+01  5.155E+01  1.851E+01  2.076E+01  1.322E+01  1.962E+01  2.295E+01
  7.590E-01  5.184E+01  1.694E+01  1.917E+01  5.161E+01  1.852E+01  2.077E+01  1.320E+01  1.962E+01  2.296E+01
  7.600E-01  5.180E+01  1.694E+01  1.917E+01  5.157E+01  1.852E+01  2.077E+01  1.316E+01  1.961E+01  2.295E+01
  7.610E-01  5.161E+01  1.694E+01  1.917E+01  5.137E+01  1.852E+01  2.077E+01  1.311E+01  1.961E+01  2.295E+01
  7.620E-01  5.147E+01  1.694E+01  1.918E+01  5.123E+01  1.853E+01  2.078E+01  1.305E+01  1.963E+01  2.296E+01
  7.630E-01  5.135E+01  1.695E+01  1.919E+01  5.113E+01  1.854E+01  2.079E+01  1.299E+01  1.964E+01  2.297E+01
  7.640E-01  5.131E+01  1.696E+01  1.920E+01  5.109E+01  1.855E+01  2.080E+01  1.293E+01  1.965E+01  2.299E+01
  7.650E-01  5.136E+01  1.697E+01  1.921E+01  5.114E+01  1.856E+01  2.081E+01  1.290E+01  1.966E+01  2.299E+01
  7.660E-01  5.136E+01  1.698E+01  1.921E+01  5.114E+01  1.856E+01  2.082E+01  1.286E+01  1.967E+01  2.300E+01
  7.670E-01  5.144E+01  1.699E+01  1.922E+01  5.122E+01  1.858E+01  2.083E+01  1.283E+01  1.969E+01  2.302E+01
  7.680E-01  5.168E+01  1.701E+01  1.924E+01  5.148E+01  1.860E+01  2.085E+01  1.283E+01  1.971E+01  2.304E+01
  7.690E-01  5.184E+01  1.703E+01  1.927E+01  5.165E+01  1.861E+01  2.087E+01  1.281E+01  1.973E+01  2.306E+01
  7.700E-01  5.210E+01  1.705E+01  1.929E+01  5.191E+01  1.863E+01  2.089E+01  1.281E+01  1.973E+01  2.308E+01
  7.710E-01  5.236E+01  1.707E+01  1.931E+01  5.216E+01  1.864E+01  2.090E+01  1.282E+01  1.973E+01  2.310E+01
  7.720E-01  5.261E+01  1.708E+01  1.933E+01  5.241E+01  1.865E+01  2.092E+01  1.283E+01  1.973E+01  2.311E+01
  7.730E-01  5.283E+01  1.709E+01  1.934E+01  5.262E+01  1.866E+01  2.093E+01  1.283E+01  1.972E+01  2.313E+01
  7.740E-01  5.288E+01  1.709E+01  1.934E+01  5.265E+01  1.866E+01  2.093E+01  1.281E+01  1.973E+01  2.314E+01
  7.750E-01  5.301E+01  1.711E+01  1.935E+01  5.277E+01  1.867E+01  2.094E+01  1.280E+01  1.976E+01  2.317E+01
  7.760E-01  5.321E+01  1.713E+01  1.937E+01  5.297E+01  1.869E+01  2.096E+01  1.280E+01  1.978E+01  2.320E+01
  7.770E-01  5.347E+01  1.714E+01  1.939E+01  5.323E+01  1.871E+01  2.098E+01  1.281E+01  1.981E+01  2.323E+01
  7.780E-01  5.380E+01  1.716E+01  1.941E+01  5.355E+01  1.872E+01  2.099E+01  1.284E+01  1.982E+01  2.326E+01
  7.790E-01  5.410E+01  1.717E+01  1.942E+01  5.384E+01  1.873E+01  2.100E+01  1.288E+01  1.984E+01  2.329E+01
  7.800E-01  5.445E+01  1.718E+01  1.944E+01  5.417E+01  1.874E+01  2.102E+01  1.292E+01  1.985E+01  2.331E+01
  7.810E-01  5.483E+01  1.720E+01  1.946E+01  5.454E+01  1.875E+01  2.103E+01  1.297E+01  1.987E+01  2.334E+01
  7.820E-01  5.526E+01  1.721E+01  1.947E+01  5.497E+01  1.876E+01  2.104E+01  1.304E+01  1.987E+01  2.337E+01
  7.830E-01  5.557E+01  1.721E+01  1.947E+01  5.526E+01  1.875E+01  2.104E+01  1.310E+01  1.986E+01  2.339E+01
  7.840E-01  5.586E+01  1.721E+01  1.948E+01  5.552E+01  1.875E+01  2.104E+01  1.317E+01  1.987E+01  2.341E+01
  7.850E-01  5.622E+01  1.722E+01  1.949E+01  5.588E+01  1.876E+01  2.105E+01  1.323E+01  1.989E+01  2.344E+01
  7.860E-01  5.662E+01  1.723E+01  1.950E+01  5.628E+01  1.878E+01  2.106E+01  1.330E+01  1.992E+01  2.348E+01
  7.870E-01  5.677E+01  1.724E+01  1.951E+01  5.643E+01  1.878E+01  2.107E+01  1.332E+01  1.995E+01  2.351E+01
  7.880E-01  5.677E+01  1.724E+01  1.950E+01  5.640E+01  1.878E+01  2.107E+01  1.331E+01  1.997E+01  2.353E+01
  7.890E-01  5.667E+01  1.724E+01  1.950E+01  5.628E+01  1.878E+01  2.106E+01  1.330E+01  1.999E+01  2.355E+01
  7.900E-01  5.662E+01  1.723E+01  1.949E+01  5.621E+01  1.878E+01  2.105E+01  1.330E+01  2.000E+01  2.356E+01
  7.910E-01  5.663E+01  1.724E+01  1.949E+01  5.622E+01  1.878E+01  2.106E+01  1.330E+01  2.003E+01  2.358E+01
  7.920E-01  5.673E+01  1.724E+01  1.949E+01  5.632E+01  1.879E+01  2.106E+01  1.331E+01  2.006E+01  2.361E+01
  7.930E-01  5.675E+01  1.725E+01  1.950E+01  5.633E+01  1.879E+01  2.106E+01  1.331E+01  2.008E+01  2.363E+01
  7.940E-01  5.686E+01  1.726E+01  1.951E+01  5.643E+01  1.880E+01  2.107E+01  1.332E+01  2.011E+01  2.366E+01
  7.950E-01  5.724E+01  1.728E+01  1.953E+01  5.681E+01  1.882E+01  2.109E+01  1.338E+01  2.013E+01  2.369E+01
  7.960E-01  5.754E+01  1.729E+01  1.954E+01  5.712E+01  1.883E+01  2.111E+01  1.342E+01  2.015E+01  2.371E+01
  7.970E-01  5.779E+01  1.730E+01  1.955E+01  5.735E+01  1.884E+01  2.111E+01  1.345E+01  2.017E+01  2.374E+01
  7.980E-01  5.803E+01  1.731E+01  1.956E+01  5.758E+01  1.885E+01  2.112E+01  1.348E+01  2.019E+01  2.376E+01
  7.990E-01  5.809E+01  1.731E+01  1.956E+01  5.763E+01  1.884E+01  2.112E+01  1.349E+01  2.019E+01  2.378E+01
  8.000E-01  5.792E+01  1.730E+01  1.955E+01  5.743E+01  1.884E+01  2.111E+01  1.347E+01  2.020E+01  2.379E+01
  8.010E-01  5.767E+01  1.730E+01  1.954E+01  5.716E+01  1.883E+01  2.110E+01  1.344E+01  2.022E+01  2.379E+01
  8.020E-01  5.750E+01  1.730E+01  1.954E+01  5.700E+01  1.884E+01  2.110E+01  1.342E+01  2.025E+01  2.382E+01
  8.030E-01  5.745E+01  1.731E+01  1.956E+01  5.696E+01  1.885E+01  2.112E+01  1.340E+01  2.029E+01  2.385E+01
