--------------------------------------------------------------------------------------------------------------------
Run:              gra6e12n20_ at radius R =  500.00000 km (Liebendoerfer et al. 2001, (astro-ph/0103024)
#time slices, #energy groups
   270            12
--------------------------------------------------------------------------------------------------------------------
 t:  time after bounce [s]
 E:  group energy [MeV]
 dE: group size [MeV]
 Lx: number luminosity/dE [1/MeV/s]
     Lx = 4piR^2*lapsefunction * 4pic E^2/(hc)^3 * Gx
     Gx = first angular moment of neutrino
          distribution function for comoving observers
 Ex: group energy at infinity [MeV]
 x:  e    ... electron neutrino
     ebar ... electron anti neutrino
     m    ... mu or tau neutrino
     mbar ... mu or tau anti neutrino
 total luminosities at infinity:
 number = sum_{groups} Lx*dE
 energy = sum_{groups} Lx*Ex*dE
        ~ sum_{groups} Lx*E*dE
--------------------------------------------------------------------------------------------------------------------
t               E         dE        Le        Lebar     Lm        Lmbar     Ee        Eebar     Em        Embar
--------------------------------------------------------------------------------------------------------------------
-0.698000000E-01 0.500E+01 0.184E+01 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.499E+01 0.499E+01 0.499E+01 0.499E+01
-0.698000000E-01 0.725E+01 0.267E+01 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.723E+01 0.723E+01 0.723E+01 0.723E+01
-0.698000000E-01 0.105E+02 0.387E+01 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.105E+02 0.105E+02 0.105E+02 0.105E+02
-0.698000000E-01 0.153E+02 0.562E+01 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.152E+02 0.152E+02 0.152E+02 0.152E+02
-0.698000000E-01 0.222E+02 0.815E+01 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.221E+02 0.221E+02 0.221E+02 0.221E+02
-0.698000000E-01 0.322E+02 0.118E+02 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.321E+02 0.321E+02 0.321E+02 0.321E+02
-0.698000000E-01 0.467E+02 0.172E+02 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.465E+02 0.465E+02 0.465E+02 0.465E+02
-0.698000000E-01 0.677E+02 0.249E+02 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.675E+02 0.675E+02 0.675E+02 0.675E+02
-0.698000000E-01 0.982E+02 0.361E+02 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.979E+02 0.979E+02 0.979E+02 0.979E+02
-0.698000000E-01 0.143E+03 0.524E+02 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.142E+03 0.142E+03 0.142E+03 0.142E+03
-0.698000000E-01 0.207E+03 0.761E+02 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.206E+03 0.206E+03 0.206E+03 0.206E+03
-0.698000000E-01 0.300E+03 0.110E+03 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.299E+03 0.299E+03 0.299E+03 0.299E+03
--------------------------------------------------------------------------------------------------------------------
-0.671992786E-01 0.500E+01 0.184E+01 0.461E+56 0.109E+51 0.273E+50 0.255E+50 0.499E+01 0.499E+01 0.499E+01 0.499E+01
-0.671992786E-01 0.725E+01 0.267E+01 0.132E+56 0.842E+50 0.144E+50 0.154E+50 0.723E+01 0.723E+01 0.723E+01 0.723E+01
-0.671992786E-01 0.105E+02 0.387E+01 0.120E+55 0.922E+49 0.145E+49 0.161E+49 0.105E+02 0.105E+02 0.105E+02 0.105E+02
-0.671992786E-01 0.153E+02 0.562E+01 0.182E+53 0.150E+48 0.239E+47 0.263E+47 0.152E+02 0.152E+02 0.152E+02 0.152E+02
-0.671992786E-01 0.222E+02 0.815E+01 0.921E+50 0.852E+45 0.137E+45 0.151E+45 0.221E+02 0.221E+02 0.221E+02 0.221E+02
-0.671992786E-01 0.322E+02 0.118E+02 0.289E+48 0.336E+43 0.554E+42 0.606E+42 0.321E+02 0.321E+02 0.321E+02 0.321E+02
-0.671992786E-01 0.467E+02 0.172E+02 0.680E+45 0.103E+41 0.175E+40 0.191E+40 0.465E+02 0.465E+02 0.465E+02 0.465E+02
-0.671992786E-01 0.677E+02 0.249E+02 0.129E+43 0.251E+38 0.433E+37 0.481E+37 0.675E+02 0.675E+02 0.675E+02 0.675E+02
-0.671992786E-01 0.982E+02 0.361E+02 0.194E+40 0.452E+35-0.373E+35 0.958E+34 0.979E+02 0.979E+02 0.979E+02 0.979E+02
-0.671992786E-01 0.143E+03 0.524E+02 0.241E+37-0.935E+33-0.374E+35 0.154E+32 0.142E+03 0.142E+03 0.142E+03 0.142E+03
-0.671992786E-01 0.207E+03 0.761E+02 0.195E+34-0.301E+33-0.391E+35 0.219E+29 0.206E+03 0.206E+03 0.206E+03 0.206E+03
-0.671992786E-01 0.300E+03 0.110E+03-0.270E+33-0.629E+32-0.100E+36 0.303E+26 0.299E+03 0.299E+03 0.299E+03 0.299E+03
--------------------------------------------------------------------------------------------------------------------
-0.620193266E-01 0.500E+01 0.184E+01 0.587E+56 0.325E+51 0.719E+50 0.695E+50 0.499E+01 0.499E+01 0.499E+01 0.499E+01
-0.620193266E-01 0.725E+01 0.267E+01 0.188E+56 0.142E+51 0.248E+50 0.262E+50 0.723E+01 0.723E+01 0.723E+01 0.723E+01
-0.620193266E-01 0.105E+02 0.387E+01 0.218E+55 0.143E+50 0.230E+49 0.251E+49 0.105E+02 0.105E+02 0.105E+02 0.105E+02
-0.620193266E-01 0.153E+02 0.562E+01 0.460E+53 0.301E+48 0.494E+47 0.539E+47 0.152E+02 0.152E+02 0.152E+02 0.152E+02
-0.620193266E-01 0.222E+02 0.815E+01 0.428E+51 0.335E+46 0.571E+45 0.623E+45 0.221E+02 0.221E+02 0.221E+02 0.221E+02
-0.620193266E-01 0.322E+02 0.118E+02 0.324E+49 0.326E+44 0.589E+43 0.646E+43 0.321E+02 0.321E+02 0.321E+02 0.321E+02
-0.620193266E-01 0.467E+02 0.172E+02 0.221E+47 0.279E+42 0.543E+41 0.601E+41 0.465E+02 0.465E+02 0.465E+02 0.465E+02
-0.620193266E-01 0.677E+02 0.249E+02 0.132E+45 0.198E+40 0.426E+39 0.475E+39 0.675E+02 0.675E+02 0.675E+02 0.675E+02
-0.620193266E-01 0.982E+02 0.361E+02 0.634E+42 0.104E+38 0.254E+37 0.295E+37 0.979E+02 0.979E+02 0.979E+02 0.979E+02
-0.620193266E-01 0.143E+03 0.524E+02 0.247E+40 0.385E+35-0.638E+35 0.147E+35 0.142E+03 0.142E+03 0.142E+03 0.142E+03
-0.620193266E-01 0.207E+03 0.761E+02 0.801E+37 0.618E+32-0.764E+35 0.646E+32 0.206E+03 0.206E+03 0.206E+03 0.206E+03
-0.620193266E-01 0.300E+03 0.110E+03 0.218E+35-0.188E+30-0.682E+35 0.270E+30 0.299E+03 0.299E+03 0.299E+03 0.299E+03
--------------------------------------------------------------------------------------------------------------------
-0.496256495E-01 0.500E+01 0.184E+01 0.727E+56 0.352E+51 0.688E+50 0.667E+50 0.499E+01 0.499E+01 0.499E+01 0.499E+01
-0.496256495E-01 0.725E+01 0.267E+01 0.301E+56 0.145E+51 0.233E+50 0.245E+50 0.723E+01 0.723E+01 0.723E+01 0.723E+01
-0.496256495E-01 0.105E+02 0.387E+01 0.568E+55 0.145E+50 0.218E+49 0.237E+49 0.105E+02 0.105E+02 0.105E+02 0.105E+02
-0.496256495E-01 0.153E+02 0.562E+01 0.167E+54 0.353E+48 0.552E+47 0.600E+47 0.152E+02 0.152E+02 0.152E+02 0.152E+02
-0.496256495E-01 0.222E+02 0.815E+01 0.201E+52 0.549E+46 0.934E+45 0.102E+46 0.221E+02 0.221E+02 0.221E+02 0.221E+02
-0.496256495E-01 0.322E+02 0.118E+02 0.207E+50 0.880E+44 0.171E+44 0.190E+44 0.321E+02 0.321E+02 0.321E+02 0.321E+02
-0.496256495E-01 0.467E+02 0.172E+02 0.206E+48 0.147E+43 0.352E+42 0.405E+42 0.465E+02 0.465E+02 0.465E+02 0.465E+02
-0.496256495E-01 0.677E+02 0.249E+02 0.191E+46 0.224E+41 0.739E+40 0.886E+40 0.675E+02 0.675E+02 0.675E+02 0.675E+02
-0.496256495E-01 0.982E+02 0.361E+02 0.155E+44 0.244E+39 0.134E+39 0.167E+39 0.979E+02 0.979E+02 0.979E+02 0.979E+02
-0.496256495E-01 0.143E+03 0.524E+02 0.106E+42 0.151E+37 0.195E+37 0.255E+37 0.142E+03 0.142E+03 0.142E+03 0.142E+03
-0.496256495E-01 0.207E+03 0.761E+02 0.456E+39 0.314E+34-0.363E+35 0.330E+35 0.206E+03 0.206E+03 0.206E+03 0.206E+03
-0.496256495E-01 0.300E+03 0.110E+03-0.213E+37-0.103E+32-0.650E+35 0.391E+33 0.299E+03 0.299E+03 0.299E+03 0.299E+03
--------------------------------------------------------------------------------------------------------------------
-0.379070104E-01 0.500E+01 0.184E+01 0.895E+56 0.442E+51 0.741E+50 0.722E+50 0.498E+01 0.498E+01 0.498E+01 0.498E+01
-0.379070104E-01 0.725E+01 0.267E+01 0.487E+56 0.161E+51 0.226E+50 0.237E+50 0.723E+01 0.723E+01 0.723E+01 0.723E+01
-0.379070104E-01 0.105E+02 0.387E+01 0.151E+56 0.153E+50 0.198E+49 0.214E+49 0.105E+02 0.105E+02 0.105E+02 0.105E+02
-0.379070104E-01 0.153E+02 0.562E+01 0.705E+54 0.422E+48 0.564E+47 0.607E+47 0.152E+02 0.152E+02 0.152E+02 0.152E+02
-0.379070104E-01 0.222E+02 0.815E+01 0.113E+53 0.825E+46 0.126E+46 0.137E+46 0.221E+02 0.221E+02 0.221E+02 0.221E+02
-0.379070104E-01 0.322E+02 0.118E+02 0.146E+51 0.168E+45 0.307E+44 0.343E+44 0.321E+02 0.321E+02 0.321E+02 0.321E+02
-0.379070104E-01 0.467E+02 0.172E+02 0.178E+49 0.346E+43 0.844E+42 0.984E+42 0.465E+02 0.465E+02 0.465E+02 0.465E+02
-0.379070104E-01 0.677E+02 0.249E+02 0.205E+47 0.641E+41 0.246E+41 0.301E+41 0.675E+02 0.675E+02 0.675E+02 0.675E+02
-0.379070104E-01 0.982E+02 0.361E+02 0.205E+45 0.832E+39 0.688E+39 0.887E+39 0.979E+02 0.979E+02 0.979E+02 0.979E+02
-0.379070104E-01 0.143E+03 0.524E+02 0.171E+43 0.557E+37 0.178E+38 0.240E+38 0.142E+03 0.142E+03 0.142E+03 0.142E+03
-0.379070104E-01 0.207E+03 0.761E+02 0.101E+41 0.820E+34 0.376E+36 0.572E+36 0.206E+03 0.206E+03 0.206E+03 0.206E+03
-0.379070104E-01 0.300E+03 0.110E+03-0.946E+37-0.978E+32-0.284E+35 0.125E+35 0.299E+03 0.299E+03 0.299E+03 0.299E+03
--------------------------------------------------------------------------------------------------------------------
-0.293890461E-01 0.500E+01 0.184E+01 0.108E+57 0.454E+51 0.596E+50 0.583E+50 0.498E+01 0.498E+01 0.498E+01 0.498E+01
-0.293890461E-01 0.725E+01 0.267E+01 0.665E+56 0.160E+51 0.173E+50 0.181E+50 0.723E+01 0.723E+01 0.723E+01 0.723E+01
-0.293890461E-01 0.105E+02 0.387E+01 0.301E+56 0.162E+50 0.155E+49 0.165E+49 0.105E+02 0.105E+02 0.105E+02 0.105E+02
-0.293890461E-01 0.153E+02 0.562E+01 0.242E+55 0.534E+48 0.530E+47 0.569E+47 0.152E+02 0.152E+02 0.152E+02 0.152E+02
-0.293890461E-01 0.222E+02 0.815E+01 0.475E+53 0.120E+47 0.144E+46 0.157E+46 0.221E+02 0.221E+02 0.221E+02 0.221E+02
-0.293890461E-01 0.322E+02 0.118E+02 0.697E+51 0.267E+45 0.413E+44 0.464E+44 0.321E+02 0.321E+02 0.321E+02 0.321E+02
-0.293890461E-01 0.467E+02 0.172E+02 0.964E+49 0.597E+43 0.134E+43 0.158E+43 0.465E+02 0.465E+02 0.465E+02 0.465E+02
-0.293890461E-01 0.677E+02 0.249E+02 0.128E+48 0.119E+42 0.470E+41 0.587E+41 0.675E+02 0.675E+02 0.675E+02 0.675E+02
-0.293890461E-01 0.982E+02 0.361E+02 0.153E+46 0.167E+40 0.166E+40 0.218E+40 0.979E+02 0.979E+02 0.979E+02 0.979E+02
-0.293890461E-01 0.143E+03 0.524E+02 0.160E+44 0.121E+38 0.564E+38 0.778E+38 0.142E+03 0.142E+03 0.142E+03 0.142E+03
-0.293890461E-01 0.207E+03 0.761E+02 0.130E+42 0.231E+35 0.178E+37 0.258E+37 0.206E+03 0.206E+03 0.206E+03 0.206E+03
-0.293890461E-01 0.300E+03 0.110E+03 0.540E+39-0.185E+33 0.315E+35 0.818E+35 0.299E+03 0.299E+03 0.299E+03 0.299E+03
--------------------------------------------------------------------------------------------------------------------
-0.210236445E-01 0.500E+01 0.184E+01 0.122E+57 0.539E+51 0.536E+50 0.527E+50 0.498E+01 0.498E+01 0.498E+01 0.498E+01
-0.210236445E-01 0.725E+01 0.267E+01 0.968E+56 0.190E+51 0.144E+50 0.149E+50 0.723E+01 0.723E+01 0.723E+01 0.723E+01
-0.210236445E-01 0.105E+02 0.387E+01 0.590E+56 0.215E+50 0.129E+49 0.137E+49 0.105E+02 0.105E+02 0.105E+02 0.105E+02
-0.210236445E-01 0.153E+02 0.562E+01 0.881E+55 0.860E+48 0.521E+47 0.554E+47 0.152E+02 0.152E+02 0.152E+02 0.152E+02
-0.210236445E-01 0.222E+02 0.815E+01 0.217E+54 0.221E+47 0.170E+46 0.185E+46 0.221E+02 0.221E+02 0.221E+02 0.221E+02
-0.210236445E-01 0.322E+02 0.118E+02 0.385E+52 0.545E+45 0.577E+44 0.652E+44 0.320E+02 0.320E+02 0.320E+02 0.320E+02
-0.210236445E-01 0.467E+02 0.172E+02 0.634E+50 0.132E+44 0.219E+43 0.261E+43 0.465E+02 0.465E+02 0.465E+02 0.465E+02
-0.210236445E-01 0.677E+02 0.249E+02 0.995E+48 0.277E+42 0.898E+41 0.114E+42 0.675E+02 0.675E+02 0.675E+02 0.675E+02
-0.210236445E-01 0.982E+02 0.361E+02 0.142E+47 0.395E+40 0.372E+40 0.498E+40 0.979E+02 0.979E+02 0.979E+02 0.979E+02
-0.210236445E-01 0.143E+03 0.524E+02 0.178E+45 0.306E+38 0.153E+39 0.215E+39 0.142E+03 0.142E+03 0.142E+03 0.142E+03
-0.210236445E-01 0.207E+03 0.761E+02 0.185E+43 0.775E+35 0.615E+37 0.901E+37 0.206E+03 0.206E+03 0.206E+03 0.206E+03
-0.210236445E-01 0.300E+03 0.110E+03 0.133E+41-0.448E+33 0.237E+36 0.382E+36 0.299E+03 0.299E+03 0.299E+03 0.299E+03
--------------------------------------------------------------------------------------------------------------------
-0.150387001E-01 0.500E+01 0.184E+01 0.141E+57 0.666E+51 0.563E+50 0.556E+50 0.498E+01 0.498E+01 0.498E+01 0.498E+01
-0.150387001E-01 0.725E+01 0.267E+01 0.133E+57 0.240E+51 0.137E+50 0.141E+50 0.723E+01 0.723E+01 0.723E+01 0.723E+01
-0.150387001E-01 0.105E+02 0.387E+01 0.998E+56 0.305E+50 0.119E+49 0.125E+49 0.105E+02 0.105E+02 0.105E+02 0.105E+02
-0.150387001E-01 0.153E+02 0.562E+01 0.212E+56 0.143E+49 0.523E+47 0.552E+47 0.152E+02 0.152E+02 0.152E+02 0.152E+02
-0.150387001E-01 0.222E+02 0.815E+01 0.609E+54 0.415E+47 0.196E+46 0.212E+46 0.221E+02 0.221E+02 0.221E+02 0.221E+02
-0.150387001E-01 0.322E+02 0.118E+02 0.126E+53 0.113E+46 0.772E+44 0.875E+44 0.320E+02 0.320E+02 0.320E+02 0.320E+02
-0.150387001E-01 0.467E+02 0.172E+02 0.243E+51 0.299E+44 0.339E+43 0.408E+43 0.465E+02 0.465E+02 0.465E+02 0.465E+02
-0.150387001E-01 0.677E+02 0.249E+02 0.446E+49 0.660E+42 0.158E+42 0.202E+42 0.675E+02 0.675E+02 0.675E+02 0.675E+02
-0.150387001E-01 0.982E+02 0.361E+02 0.744E+47 0.978E+40 0.728E+40 0.982E+40 0.979E+02 0.979E+02 0.979E+02 0.979E+02
-0.150387001E-01 0.143E+03 0.524E+02 0.111E+46 0.843E+38 0.330E+39 0.467E+39 0.142E+03 0.142E+03 0.142E+03 0.142E+03
-0.150387001E-01 0.207E+03 0.761E+02 0.143E+44 0.331E+36 0.148E+38 0.219E+38 0.206E+03 0.206E+03 0.206E+03 0.206E+03
-0.150387001E-01 0.300E+03 0.110E+03 0.150E+42-0.516E+33 0.699E+36 0.108E+37 0.299E+03 0.299E+03 0.299E+03 0.299E+03
--------------------------------------------------------------------------------------------------------------------
-0.109068762E-01 0.500E+01 0.184E+01 0.170E+57 0.818E+51 0.692E+50 0.687E+50 0.498E+01 0.498E+01 0.498E+01 0.498E+01
-0.109068762E-01 0.725E+01 0.267E+01 0.180E+57 0.297E+51 0.150E+50 0.154E+50 0.723E+01 0.723E+01 0.723E+01 0.723E+01
-0.109068762E-01 0.105E+02 0.387E+01 0.148E+57 0.409E+50 0.119E+49 0.124E+49 0.105E+02 0.105E+02 0.105E+02 0.105E+02
-0.109068762E-01 0.153E+02 0.562E+01 0.374E+56 0.217E+49 0.527E+47 0.552E+47 0.152E+02 0.152E+02 0.152E+02 0.152E+02
-0.109068762E-01 0.222E+02 0.815E+01 0.121E+55 0.706E+47 0.219E+46 0.236E+46 0.221E+02 0.221E+02 0.221E+02 0.221E+02
-0.109068762E-01 0.322E+02 0.118E+02 0.280E+53 0.214E+46 0.977E+44 0.111E+45 0.321E+02 0.321E+02 0.321E+02 0.321E+02
-0.109068762E-01 0.467E+02 0.172E+02 0.613E+51 0.605E+44 0.483E+43 0.583E+43 0.465E+02 0.465E+02 0.465E+02 0.465E+02
-0.109068762E-01 0.677E+02 0.249E+02 0.127E+50 0.139E+43 0.248E+42 0.318E+42 0.675E+02 0.675E+02 0.675E+02 0.675E+02
-0.109068762E-01 0.982E+02 0.361E+02 0.238E+48 0.216E+41 0.124E+41 0.168E+41 0.979E+02 0.979E+02 0.979E+02 0.979E+02
-0.109068762E-01 0.143E+03 0.524E+02 0.403E+46 0.207E+39 0.603E+39 0.854E+39 0.142E+03 0.142E+03 0.142E+03 0.142E+03
-0.109068762E-01 0.207E+03 0.761E+02 0.611E+44 0.111E+37 0.289E+38 0.426E+38 0.206E+03 0.206E+03 0.206E+03 0.206E+03
-0.109068762E-01 0.300E+03 0.110E+03 0.818E+42 0.158E+34 0.149E+37 0.229E+37 0.299E+03 0.299E+03 0.299E+03 0.299E+03
--------------------------------------------------------------------------------------------------------------------
-0.801621721E-02 0.500E+01 0.184E+01 0.208E+57 0.871E+51 0.651E+50 0.646E+50 0.498E+01 0.498E+01 0.498E+01 0.498E+01
-0.801621721E-02 0.725E+01 0.267E+01 0.246E+57 0.330E+51 0.134E+50 0.137E+50 0.723E+01 0.723E+01 0.723E+01 0.723E+01
-0.801621721E-02 0.105E+02 0.387E+01 0.208E+57 0.501E+50 0.104E+49 0.108E+49 0.105E+02 0.105E+02 0.105E+02 0.105E+02
-0.801621721E-02 0.153E+02 0.562E+01 0.572E+56 0.298E+49 0.500E+47 0.522E+47 0.152E+02 0.152E+02 0.152E+02 0.152E+02
-0.801621721E-02 0.222E+02 0.815E+01 0.202E+55 0.107E+48 0.237E+46 0.256E+46 0.221E+02 0.221E+02 0.221E+02 0.221E+02
-0.801621721E-02 0.322E+02 0.118E+02 0.504E+53 0.355E+46 0.119E+45 0.136E+45 0.321E+02 0.321E+02 0.321E+02 0.321E+02
-0.801621721E-02 0.467E+02 0.172E+02 0.120E+52 0.107E+45 0.646E+43 0.782E+43 0.465E+02 0.465E+02 0.465E+02 0.465E+02
-0.801621721E-02 0.677E+02 0.249E+02 0.272E+50 0.257E+43 0.357E+42 0.458E+42 0.675E+02 0.675E+02 0.675E+02 0.675E+02
-0.801621721E-02 0.982E+02 0.361E+02 0.553E+48 0.414E+41 0.189E+41 0.256E+41 0.979E+02 0.979E+02 0.979E+02 0.979E+02
-0.801621721E-02 0.143E+03 0.524E+02 0.102E+47 0.433E+39 0.961E+39 0.136E+40 0.142E+03 0.142E+03 0.142E+03 0.142E+03
-0.801621721E-02 0.207E+03 0.761E+02 0.172E+45 0.281E+37 0.478E+38 0.705E+38 0.206E+03 0.206E+03 0.206E+03 0.206E+03
-0.801621721E-02 0.300E+03 0.110E+03 0.268E+43 0.895E+34 0.258E+37 0.396E+37 0.299E+03 0.299E+03 0.299E+03 0.299E+03
--------------------------------------------------------------------------------------------------------------------
-0.598958263E-02 0.500E+01 0.184E+01 0.258E+57 0.930E+51 0.661E+50 0.658E+50 0.498E+01 0.498E+01 0.498E+01 0.498E+01
-0.598958263E-02 0.725E+01 0.267E+01 0.324E+57 0.361E+51 0.128E+50 0.130E+50 0.723E+01 0.723E+01 0.723E+01 0.723E+01
-0.598958263E-02 0.105E+02 0.387E+01 0.277E+57 0.586E+50 0.971E+48 0.997E+48 0.105E+02 0.105E+02 0.105E+02 0.105E+02
-0.598958263E-02 0.153E+02 0.562E+01 0.790E+56 0.380E+49 0.491E+47 0.510E+47 0.152E+02 0.152E+02 0.152E+02 0.152E+02
-0.598958263E-02 0.222E+02 0.815E+01 0.298E+55 0.148E+48 0.254E+46 0.274E+46 0.221E+02 0.221E+02 0.221E+02 0.221E+02
-0.598958263E-02 0.322E+02 0.118E+02 0.791E+53 0.523E+46 0.139E+45 0.159E+45 0.321E+02 0.321E+02 0.321E+02 0.321E+02
-0.598958263E-02 0.467E+02 0.172E+02 0.201E+52 0.166E+45 0.812E+43 0.985E+43 0.465E+02 0.465E+02 0.465E+02 0.465E+02
-0.598958263E-02 0.677E+02 0.249E+02 0.480E+50 0.413E+43 0.475E+42 0.611E+42 0.675E+02 0.675E+02 0.675E+02 0.675E+02
-0.598958263E-02 0.982E+02 0.361E+02 0.103E+49 0.689E+41 0.262E+41 0.355E+41 0.979E+02 0.979E+02 0.979E+02 0.979E+02
-0.598958263E-02 0.143E+03 0.524E+02 0.202E+47 0.766E+39 0.137E+40 0.194E+40 0.142E+03 0.142E+03 0.142E+03 0.142E+03
-0.598958263E-02 0.207E+03 0.761E+02 0.363E+45 0.551E+37 0.699E+38 0.103E+39 0.206E+03 0.206E+03 0.206E+03 0.206E+03
-0.598958263E-02 0.300E+03 0.110E+03 0.613E+43 0.222E+35 0.386E+37 0.591E+37 0.299E+03 0.299E+03 0.299E+03 0.299E+03
--------------------------------------------------------------------------------------------------------------------
-0.457189415E-02 0.500E+01 0.184E+01 0.316E+57 0.935E+51 0.596E+50 0.593E+50 0.498E+01 0.498E+01 0.498E+01 0.498E+01
-0.457189415E-02 0.725E+01 0.267E+01 0.405E+57 0.377E+51 0.113E+50 0.115E+50 0.723E+01 0.723E+01 0.723E+01 0.723E+01
-0.457189415E-02 0.105E+02 0.387E+01 0.347E+57 0.650E+50 0.873E+48 0.894E+48 0.105E+02 0.105E+02 0.105E+02 0.105E+02
-0.457189415E-02 0.153E+02 0.562E+01 0.101E+57 0.452E+49 0.472E+47 0.490E+47 0.152E+02 0.152E+02 0.152E+02 0.152E+02
-0.457189415E-02 0.222E+02 0.815E+01 0.399E+55 0.187E+48 0.265E+46 0.286E+46 0.221E+02 0.221E+02 0.221E+02 0.221E+02
-0.457189415E-02 0.322E+02 0.118E+02 0.110E+54 0.697E+46 0.156E+45 0.179E+45 0.321E+02 0.321E+02 0.321E+02 0.321E+02
-0.457189415E-02 0.467E+02 0.172E+02 0.293E+52 0.230E+45 0.967E+43 0.117E+44 0.465E+02 0.465E+02 0.465E+02 0.465E+02
-0.457189415E-02 0.677E+02 0.249E+02 0.732E+50 0.588E+43 0.591E+42 0.762E+42 0.675E+02 0.675E+02 0.675E+02 0.675E+02
-0.457189415E-02 0.982E+02 0.361E+02 0.164E+49 0.101E+42 0.336E+41 0.455E+41 0.979E+02 0.979E+02 0.979E+02 0.979E+02
-0.457189415E-02 0.143E+03 0.524E+02 0.333E+47 0.117E+40 0.179E+40 0.254E+40 0.142E+03 0.142E+03 0.142E+03 0.142E+03
-0.457189415E-02 0.207E+03 0.761E+02 0.622E+45 0.891E+37 0.927E+38 0.136E+39 0.206E+03 0.206E+03 0.206E+03 0.206E+03
-0.457189415E-02 0.300E+03 0.110E+03 0.110E+44 0.398E+35 0.521E+37 0.795E+37 0.299E+03 0.299E+03 0.299E+03 0.299E+03
--------------------------------------------------------------------------------------------------------------------
-0.354210650E-02 0.500E+01 0.184E+01 0.373E+57 0.928E+51 0.531E+50 0.528E+50 0.498E+01 0.498E+01 0.498E+01 0.498E+01
-0.354210650E-02 0.725E+01 0.267E+01 0.480E+57 0.386E+51 0.988E+49 0.100E+50 0.723E+01 0.723E+01 0.723E+01 0.723E+01
-0.354210650E-02 0.105E+02 0.387E+01 0.413E+57 0.700E+50 0.777E+48 0.795E+48 0.105E+02 0.105E+02 0.105E+02 0.105E+02
-0.354210650E-02 0.153E+02 0.562E+01 0.123E+57 0.514E+49 0.453E+47 0.470E+47 0.152E+02 0.152E+02 0.152E+02 0.152E+02
-0.354210650E-02 0.222E+02 0.815E+01 0.503E+55 0.224E+48 0.274E+46 0.296E+46 0.221E+02 0.221E+02 0.221E+02 0.221E+02
-0.354210650E-02 0.322E+02 0.118E+02 0.143E+54 0.869E+46 0.171E+45 0.196E+45 0.321E+02 0.321E+02 0.321E+02 0.321E+02
-0.354210650E-02 0.467E+02 0.172E+02 0.393E+52 0.296E+45 0.111E+44 0.135E+44 0.465E+02 0.465E+02 0.465E+02 0.465E+02
-0.354210650E-02 0.677E+02 0.249E+02 0.101E+51 0.772E+43 0.702E+42 0.905E+42 0.675E+02 0.675E+02 0.675E+02 0.675E+02
-0.354210650E-02 0.982E+02 0.361E+02 0.233E+49 0.135E+42 0.408E+41 0.553E+41 0.979E+02 0.979E+02 0.979E+02 0.979E+02
-0.354210650E-02 0.143E+03 0.524E+02 0.486E+47 0.162E+40 0.221E+40 0.313E+40 0.142E+03 0.142E+03 0.142E+03 0.142E+03
-0.354210650E-02 0.207E+03 0.761E+02 0.932E+45 0.128E+38 0.115E+39 0.169E+39 0.206E+03 0.206E+03 0.206E+03 0.206E+03
-0.354210650E-02 0.300E+03 0.110E+03 0.170E+44 0.611E+35 0.654E+37 0.997E+37 0.299E+03 0.299E+03 0.299E+03 0.299E+03
--------------------------------------------------------------------------------------------------------------------
-0.273790440E-02 0.500E+01 0.184E+01 0.422E+57 0.924E+51 0.490E+50 0.488E+50 0.498E+01 0.498E+01 0.498E+01 0.498E+01
-0.273790440E-02 0.725E+01 0.267E+01 0.545E+57 0.392E+51 0.893E+49 0.903E+49 0.723E+01 0.723E+01 0.723E+01 0.723E+01
-0.273790440E-02 0.105E+02 0.387E+01 0.476E+57 0.737E+50 0.707E+48 0.722E+48 0.105E+02 0.105E+02 0.105E+02 0.105E+02
-0.273790440E-02 0.153E+02 0.562E+01 0.144E+57 0.567E+49 0.434E+47 0.449E+47 0.152E+02 0.152E+02 0.152E+02 0.152E+02
-0.273790440E-02 0.222E+02 0.815E+01 0.610E+55 0.258E+48 0.280E+46 0.302E+46 0.221E+02 0.221E+02 0.221E+02 0.221E+02
-0.273790440E-02 0.322E+02 0.118E+02 0.178E+54 0.104E+47 0.184E+45 0.211E+45 0.321E+02 0.321E+02 0.321E+02 0.321E+02
-0.273790440E-02 0.467E+02 0.172E+02 0.502E+52 0.364E+45 0.124E+44 0.151E+44 0.465E+02 0.465E+02 0.465E+02 0.465E+02
-0.273790440E-02 0.677E+02 0.249E+02 0.132E+51 0.965E+43 0.809E+42 0.104E+43 0.675E+02 0.675E+02 0.675E+02 0.675E+02
-0.273790440E-02 0.982E+02 0.361E+02 0.310E+49 0.172E+42 0.478E+41 0.649E+41 0.979E+02 0.979E+02 0.979E+02 0.979E+02
