  0.048220
           1           0           1           0           1           0
       1.159   6.524e-13       1.125   6.478e-13       3.026   1.169e-15
       1.344   4.256e-13       1.266   4.767e-13       5.051   2.277e-18
       1.559   2.367e-13       1.425   3.184e-13       7.077   7.314e-20
       1.807   1.116e-13       1.604   1.912e-13       9.103   4.328e-21
       2.095    4.71e-14       1.805    1.02e-13       11.13   2.544e-22
       2.429   2.321e-14       2.031   4.791e-14       13.15   1.454e-23
       2.816   1.785e-14       2.286   1.961e-14       15.18   8.099e-25
       3.265   1.593e-14       2.572   6.958e-15        17.2   4.412e-26
       3.785   1.219e-14       2.894   2.141e-15       19.23   2.356e-27
       4.389   7.502e-15       3.257   5.803e-16       21.26   1.236e-28
       5.088   3.693e-15       3.665   1.457e-16       23.28    6.38e-30
       5.899   1.446e-15       4.125   3.955e-17       25.31   3.248e-31
        6.84    4.46e-16       4.642   1.607e-17       27.33   1.632e-32
        7.93   1.073e-16       5.223   1.086e-17       29.36   8.109e-34
       9.194   1.986e-17       5.878   9.034e-18       31.39   3.988e-35
       10.66   2.771e-18       6.615     7.5e-18       33.41   1.944e-36
       12.36   2.803e-19       7.444   5.799e-18       35.44     9.4e-38
       14.33    1.94e-20       8.377   4.067e-18       37.46   4.513e-39
       16.61   8.519e-22       9.427   2.542e-18       39.49   2.153e-40
       19.26   2.176e-23       10.61   1.393e-18       41.51   1.018e-41
       22.33    2.93e-25       11.94   6.573e-19       43.54   4.806e-43
       25.89   1.863e-27       13.43   2.622e-19       45.56   2.242e-44
       30.02   4.937e-30       15.12   8.654e-20       47.59   1.401e-45
        34.8   4.735e-33       17.01   2.308e-20       49.62           0
       40.35   1.405e-36       19.15   4.841e-21       51.64           0
       46.78   1.085e-40       21.54   7.748e-22       53.67           0
       54.24   1.401e-45       24.25   9.148e-23       55.69           0
       62.89           0       27.28   7.666e-24       57.72           0
       72.91           0        30.7   4.368e-25       59.74           0
       84.54           0       34.55   1.612e-26       61.77           0
       98.01           0       38.88   3.645e-28        63.8           0
       113.6           0       43.76   4.748e-30       65.82           0
       131.8           0       49.24   3.322e-32       67.85           0
       152.8           0       55.41   1.153e-34       69.87           0
       177.1           0       62.35   1.814e-37        71.9           0
       205.3           0       70.17   1.166e-40       73.92           0
       238.1           0       78.97   2.662e-44       75.95           0
         276           0       88.86           0       77.97           0
         320           0         100           0          80           0
  0.072586
           1           0           1           0           1           0
       1.159   2.974e-05       1.125   7.993e-09       3.026   1.521e-08
       1.344   4.628e-05       1.266   1.017e-08       5.051   5.612e-09
       1.559   7.038e-05       1.425   1.267e-08       7.077   1.044e-09
       1.807   0.0001032       1.604   1.544e-08       9.103   1.407e-10
       2.095   0.0001432       1.805   1.836e-08       11.13   1.549e-11
       2.429   0.0001838       2.031    2.13e-08       13.15     1.5e-12
       2.816    0.000213       2.286   2.408e-08       15.18   1.335e-13
       3.265   0.0002177       2.572   2.651e-08        17.2    1.12e-14
       3.785   0.0001939       2.894    2.84e-08       19.23   8.998e-16
       4.389   0.0001498       3.257   2.962e-08       21.26   6.979e-17
       5.088   0.0001002       3.665   3.006e-08       23.28    5.26e-18
       5.899   5.782e-05       4.125   2.962e-08       25.31   3.869e-19
        6.84   2.828e-05       4.642   2.824e-08       27.33   2.786e-20
        7.93   1.122e-05       5.223   2.586e-08       29.36    1.97e-21
