  0.052483
           1           0           1           0           1           0
       1.159   2.038e-11       1.125   2.014e-11       3.026   4.215e-13
       1.344    1.76e-11       1.266   1.834e-11       5.051   9.106e-16
       1.559   1.343e-11       1.425   1.553e-11       7.077   1.088e-18
       1.807   8.891e-12       1.604   1.212e-11       9.103   2.096e-21
       2.095   5.001e-12       1.805   8.628e-12       11.13   6.334e-23
       2.429   2.332e-12       2.031   5.541e-12       13.15   3.989e-24
       2.816   8.761e-13       2.286    3.17e-12       15.18   2.562e-25
       3.265   2.569e-13       2.572   1.593e-12        17.2   1.624e-26
       3.785   5.699e-14       2.894    6.92e-13       19.23   1.014e-27
       4.389   9.473e-15       3.257   2.554e-13       21.26   6.249e-29
       5.088   1.327e-15       3.665   7.848e-14       23.28   3.813e-30
       5.899   2.674e-16       4.125   1.965e-14       25.31    2.31e-31
        6.84   8.163e-17       4.642   3.914e-15       27.33   1.393e-32
        7.93   2.127e-17       5.223   6.047e-16       29.36   8.376e-34
       9.194   4.009e-18       5.878   7.118e-17       31.39    5.03e-35
       10.66    5.53e-19       6.615    6.88e-18       33.41   3.021e-36
       12.36    5.84e-20       7.444   1.076e-18       35.44   1.817e-37
       14.33   4.734e-21       8.377   5.164e-19       37.46   1.095e-38
       16.61   2.721e-22       9.427   3.132e-19       39.49   6.615e-40
       19.26   9.855e-24       10.61   1.713e-19       41.51   3.994e-41
       22.33   2.007e-25       11.94   8.081e-20       43.54   2.434e-42
       25.89   2.059e-27       13.43   3.223e-20       45.56   1.485e-43
       30.02   9.466e-30       15.12   1.064e-20       47.59   9.809e-45
        34.8   1.715e-32       17.01   2.837e-21       49.62           0
       40.35   1.066e-35       19.15   5.949e-22       51.64           0
       46.78   1.959e-39       21.54   9.522e-23       53.67           0
       54.24   9.108e-44       24.25   1.124e-23       55.69           0
       62.89           0       27.28    9.42e-25       57.72           0
       72.91           0        30.7   5.367e-26       59.74           0
       84.54           0       34.55    1.98e-27       61.77           0
       98.01           0       38.88   4.476e-29        63.8           0
       113.6           0       43.76   5.831e-31       65.82           0
       131.8           0       49.24   4.079e-33       67.85           0
       152.8           0       55.41   1.416e-35       69.87           0
       177.1           0       62.35   2.227e-38        71.9           0
       205.3           0       70.17   1.431e-41       73.92           0
       238.1           0       78.97   2.803e-45       75.95           0
         276           0       88.86           0       77.97           0
         320           0         100           0          80           0
  0.078059
           1           0           1           0           1           0
       1.159   2.978e-05       1.125   1.532e-08       3.026   2.584e-08
       1.344   4.626e-05       1.266   1.914e-08       5.051   1.043e-08
       1.559   7.032e-05       1.425   2.346e-08       7.077   2.357e-09
       1.807   0.0001034       1.604    2.82e-08       9.103   4.047e-10
       2.095   0.0001447       1.805   3.322e-08       11.13    5.77e-11
       2.429    0.000189       2.031   3.836e-08       13.15   7.237e-12
       2.816   0.0002258       2.286   4.338e-08       15.18   8.327e-13
       3.265   0.0002424       2.572   4.802e-08        17.2   9.004e-14
       3.785   0.0002313       2.894   5.199e-08       19.23   9.281e-15
       4.389   0.0001955       3.257   5.499e-08       21.26     9.2e-16
       5.088   0.0001467       3.665   5.668e-08       23.28   8.827e-17
       5.899   9.797e-05       4.125   5.674e-08       25.31   8.234e-18
        6.84   5.758e-05       4.642   5.484e-08       27.33   7.496e-19
        7.93   2.834e-05       5.223   5.076e-08       29.36    6.68e-20
       9.194   1.074e-05       5.878   4.453e-08       31.39   5.842e-21
       10.66   3.003e-06       6.615   3.657e-08       33.41   5.027e-22
       12.36   6.104e-07       7.444   2.772e-08       35.44   4.263e-23
       14.33   8.678e-08       8.377    1.91e-08       37.46   3.571e-24
       16.61   8.143e-09       9.427   1.178e-08       39.49   2.956e-25
       19.26   4.695e-10       10.61   6.388e-09       41.51   2.414e-26
       22.33   1.529e-11       11.94   2.993e-09       43.54   1.966e-27
       25.89   2.552e-13       13.43   1.187e-09       45.56   1.589e-28
       30.02   1.957e-15       15.12   3.897e-10       47.59   1.277e-29
        34.8   6.111e-18       17.01   1.034e-10       49.62   1.022e-30
       40.35   6.785e-21       19.15   2.159e-11       51.64   8.135e-32
       46.78   2.305e-24       21.54   3.438e-12       53.67   6.458e-33
       54.24   2.026e-28       24.25   4.037e-13       55.69   5.112e-34
       62.89   3.804e-33       27.28   3.363e-14       57.72   4.039e-35
       72.91   1.189e-38        30.7   1.905e-15       59.74   3.186e-36
       84.54   2.803e-45       34.55   6.982e-17       61.77   2.511e-37
       98.01           0       38.88   1.569e-18        63.8   1.977e-38
       113.6           0       43.76    2.03e-20       65.82   1.557e-39
       131.8           0       49.24    1.41e-22       67.85   1.226e-40
       152.8           0       55.41    4.86e-25       69.87   9.651e-42
       177.1           0       62.35    7.59e-28        71.9   7.595e-43
       205.3   1.401e-45       70.17   4.845e-31       73.92   6.026e-44
       238.1   1.401e-45       78.97   1.122e-34       75.95   4.204e-45
         276   1.401e-45       88.86   8.176e-39       77.97           0
         320           0         100           0          80           0
  0.101310
           1           0           1           0           1           0
       1.159   2.721e-05       1.125    1.58e-08       3.026     2.9e-08
       1.344   4.195e-05       1.266   1.993e-08       5.051   1.383e-08
       1.559   6.325e-05       1.425   2.472e-08       7.077   3.727e-09
       1.807   9.227e-05       1.604   3.013e-08       9.103   7.682e-10
       2.095   0.0001284       1.805   3.607e-08       11.13   1.315e-10
       2.429   0.0001677       2.031    4.24e-08       13.15   1.963e-11
       2.816   0.0002022       2.286   4.888e-08       15.18   2.662e-12
       3.265    0.000222       2.572   5.523e-08        17.2   3.371e-13
       3.785   0.0002204       2.894   6.102e-08       19.23    4.05e-14
       4.389   0.0001978       3.257   6.579e-08       21.26   4.665e-15
       5.088   0.0001618       3.665   6.897e-08       23.28   5.187e-16
       5.899   0.0001219       4.125   6.998e-08       25.31   5.596e-17
        6.84   8.463e-05       4.642   6.829e-08       27.33   5.883e-18
        7.93   5.217e-05       5.223   6.356e-08       29.36   6.047e-19
       9.194   2.534e-05       5.878   5.588e-08       31.39   6.094e-20
       10.66   8.648e-06       6.615   4.586e-08       33.41   6.038e-21
       12.36   2.067e-06       7.444   3.469e-08       35.44   5.893e-22
       14.33   3.451e-07       8.377   2.383e-08       37.46   5.677e-23
       16.61   3.847e-08       9.427   1.464e-08       39.49   5.404e-24
       19.26   2.675e-09       10.61   7.916e-09       41.51   5.073e-25
       22.33   1.069e-10       11.94   3.697e-09       43.54   4.749e-26
       25.89   2.241e-12       13.43   1.462e-09       45.56   4.413e-27
       30.02   2.222e-14       15.12    4.79e-10       47.59   4.077e-28
        34.8   9.327e-17       17.01   1.269e-10       49.62   3.747e-29
       40.35   1.462e-19       19.15   2.643e-11       51.64    3.43e-30
       46.78   7.447e-23       21.54   4.202e-12       53.67   3.129e-31
       54.24   1.052e-26       24.25   4.925e-13       55.69   2.848e-32
       62.89   3.456e-31       27.28   4.096e-14       57.72   2.587e-33
       72.91    2.11e-36        30.7   2.315e-15       59.74   2.346e-34
       84.54   1.167e-42       34.55    8.47e-17       61.77   2.126e-35
       98.01           0       38.88   1.899e-18        63.8   1.926e-36
       113.6           0       43.76   2.452e-20       65.82   1.744e-37
       131.8           0       49.24   1.699e-22       67.85    1.58e-38
       152.8           0       55.41   5.843e-25       69.87   1.432e-39
       177.1           0       62.35   9.106e-28        71.9   1.299e-40
       205.3           0       70.17   5.801e-31       73.92   1.179e-41
       238.1   1.401e-45       78.97   1.341e-34       75.95   1.072e-42
         276   1.401e-45       88.86   9.768e-39       77.97   9.669e-44
         320           0         100           0          80           0
  0.121960
           1           0           1           0           1           0
       1.159   2.495e-05       1.125   1.608e-08       3.026   3.203e-08
       1.344   3.847e-05       1.266    2.05e-08       5.051   1.788e-08
       1.559   5.809e-05       1.425   2.574e-08       7.077   5.638e-09
       1.807   8.509e-05       1.604   3.182e-08       9.103   1.367e-09
       2.095   0.0001194       1.805   3.873e-08       11.13   2.779e-10
       2.429   0.0001582       2.031   4.636e-08       13.15   4.912e-11
       2.816   0.0001953       2.286   5.451e-08       15.18   7.814e-12
       3.265   0.0002224       2.572   6.283e-08        17.2   1.152e-12
       3.785   0.0002324       2.894   7.082e-08       19.23   1.605e-13
       4.389   0.0002239       3.257   7.777e-08       21.26   2.134e-14
